@relation train-weka.filters.unsupervised.instance.RemoveWithValues-S332.0-Cfirst-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S331.0-Cfirst-Lfirst-last

@attribute DayOfWeek numeric
@attribute Date date yyyy-MM-dd
@attribute Sales numeric
@attribute Customers numeric
@attribute Open numeric
@attribute Promo numeric
@attribute StateHoliday string
@attribute SchoolHoliday numeric

@data
2,2013-01-01,0,0,0,0,a,1
3,2013-01-02,6672,969,1,0,0,1
4,2013-01-03,5386,824,1,0,0,1
5,2013-01-04,5916,894,1,0,0,1
6,2013-01-05,4437,630,1,0,0,0
7,2013-01-06,0,0,0,0,0,0
1,2013-01-07,9806,1177,1,1,0,0
2,2013-01-08,8606,1080,1,1,0,0
3,2013-01-09,6741,902,1,1,0,0
4,2013-01-10,7508,973,1,1,0,0
5,2013-01-11,6746,965,1,1,0,0
6,2013-01-12,4088,576,1,0,0,0
7,2013-01-13,0,0,0,0,0,0
1,2013-01-14,5577,822,1,0,0,0
2,2013-01-15,4690,760,1,0,0,0
3,2013-01-16,5610,743,1,0,0,0
4,2013-01-17,4896,734,1,0,0,0
5,2013-01-18,5171,779,1,0,0,0
6,2013-01-19,4591,622,1,0,0,0
7,2013-01-20,0,0,0,0,0,0
1,2013-01-21,8332,1005,1,1,0,0
2,2013-01-22,8296,1057,1,1,0,0
3,2013-01-23,7079,926,1,1,0,0
4,2013-01-24,6653,894,1,1,0,0
5,2013-01-25,6145,854,1,1,0,0
6,2013-01-26,3844,544,1,0,0,0
7,2013-01-27,0,0,0,0,0,0
1,2013-01-28,5789,864,1,0,0,0
2,2013-01-29,4615,746,1,0,0,0
3,2013-01-30,6193,839,1,0,0,0
4,2013-01-31,7211,898,1,0,0,0
5,2013-02-01,6001,828,1,0,0,0
6,2013-02-02,4885,659,1,0,0,0
7,2013-02-03,0,0,0,0,0,0
1,2013-02-04,10448,1235,1,1,0,0
2,2013-02-05,7916,1011,1,1,0,0
3,2013-02-06,7325,931,1,1,0,0
4,2013-02-07,7952,1032,1,1,0,0
5,2013-02-08,6574,930,1,1,0,0
6,2013-02-09,4436,663,1,0,0,0
7,2013-02-10,0,0,0,0,0,0
1,2013-02-11,5603,793,1,0,0,0
2,2013-02-12,2166,340,1,0,0,0
3,2013-02-13,6344,877,1,0,0,0
4,2013-02-14,6402,898,1,0,0,0
5,2013-02-15,5257,749,1,0,0,0
6,2013-02-16,4446,643,1,0,0,0
7,2013-02-17,0,0,0,0,0,0
1,2013-02-18,9245,1202,1,1,0,0
2,2013-02-19,6359,871,1,1,0,0
3,2013-02-20,7936,1028,1,1,0,0
4,2013-02-21,7316,954,1,1,0,0
5,2013-02-22,6049,822,1,1,0,0
6,2013-02-23,3858,553,1,0,0,0
7,2013-02-24,0,0,0,0,0,0
1,2013-02-25,5218,793,1,0,0,0
2,2013-02-26,5812,829,1,0,0,0
3,2013-02-27,6101,835,1,0,0,0
4,2013-02-28,7260,982,1,0,0,0
5,2013-03-01,6635,896,1,0,0,0
6,2013-03-02,5370,702,1,0,0,0
7,2013-03-03,0,0,0,0,0,0
1,2013-03-04,11035,1301,1,1,0,0
2,2013-03-05,9333,1200,1,1,0,0
3,2013-03-06,8318,1076,1,1,0,0
4,2013-03-07,7471,1031,1,1,0,0
5,2013-03-08,7246,1022,1,1,0,0
6,2013-03-09,4012,580,1,0,0,0
7,2013-03-10,0,0,0,0,0,0
1,2013-03-11,6121,890,1,0,0,0
2,2013-03-12,4635,714,1,0,0,0
3,2013-03-13,5661,790,1,0,0,0
4,2013-03-14,6023,862,1,0,0,0
5,2013-03-15,6155,851,1,0,0,0
6,2013-03-16,4251,613,1,0,0,0
7,2013-03-17,0,0,0,0,0,0
1,2013-03-18,8510,1080,1,1,0,0
2,2013-03-19,8076,1048,1,1,0,0
3,2013-03-20,7442,955,1,1,0,1
4,2013-03-21,7697,995,1,1,0,1
5,2013-03-22,6659,921,1,1,0,1
6,2013-03-23,4400,610,1,0,0,0
7,2013-03-24,0,0,0,0,0,0
1,2013-03-25,8425,1083,1,1,0,1
2,2013-03-26,7519,971,1,1,0,1
3,2013-03-27,8054,1019,1,1,0,1
4,2013-03-28,10596,1279,1,1,0,1
5,2013-03-29,0,0,0,1,b,1
6,2013-03-30,6219,812,1,0,0,0
7,2013-03-31,0,0,0,0,0,0
1,2013-04-01,0,0,0,0,b,1
2,2013-04-02,7359,1061,1,0,0,1
3,2013-04-03,6466,896,1,0,0,1
4,2013-04-04,6320,909,1,0,0,1
5,2013-04-05,5629,821,1,0,0,1
6,2013-04-06,4279,618,1,0,0,0
7,2013-04-07,0,0,0,0,0,0
1,2013-04-08,9898,1221,1,1,0,0
2,2013-04-09,7870,1041,1,1,0,0
3,2013-04-10,8033,987,1,1,0,0
4,2013-04-11,6994,956,1,1,0,0
5,2013-04-12,6651,910,1,1,0,0
6,2013-04-13,4782,642,1,0,0,0
7,2013-04-14,0,0,0,0,0,0
1,2013-04-15,5967,893,1,0,0,0
2,2013-04-16,5580,844,1,0,0,0
3,2013-04-17,5515,819,1,0,0,0
4,2013-04-18,5512,855,1,0,0,0
5,2013-04-19,4443,705,1,0,0,0
6,2013-04-20,3917,547,1,0,0,0
7,2013-04-21,0,0,0,0,0,0
1,2013-04-22,9298,1166,1,1,0,0
2,2013-04-23,7881,1036,1,1,0,0
3,2013-04-24,6273,808,1,1,0,0
4,2013-04-25,6077,822,1,1,0,0
5,2013-04-26,6776,887,1,1,0,0
6,2013-04-27,3919,514,1,0,0,0
7,2013-04-28,0,0,0,0,0,0
1,2013-04-29,9672,1185,1,1,0,0
