@relation train-weka.filters.unsupervised.instance.RemoveWithValues-S781.0-Cfirst-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S780.0-Cfirst-Lfirst-last

@attribute DayOfWeek numeric
@attribute Date date yyyy-MM-dd
@attribute Sales numeric
@attribute Customers numeric
@attribute Open numeric
@attribute Promo numeric
@attribute StateHoliday string
@attribute SchoolHoliday numeric

@data
2,2013-01-01,0,0,0,0,a,1
3,2013-01-02,6272,812,1,0,0,1
4,2013-01-03,5951,867,1,0,0,0
5,2013-01-04,5866,799,1,0,0,0
6,2013-01-05,2786,326,1,0,0,0
7,2013-01-06,0,0,0,0,0,0
1,2013-01-07,10614,1123,1,1,0,0
2,2013-01-08,9171,1064,1,1,0,0
3,2013-01-09,7754,909,1,1,0,0
4,2013-01-10,7870,1080,1,1,0,0
5,2013-01-11,6520,797,1,1,0,0
6,2013-01-12,2452,310,1,0,0,0
7,2013-01-13,0,0,0,0,0,0
1,2013-01-14,6412,829,1,0,0,0
2,2013-01-15,5881,876,1,0,0,0
3,2013-01-16,4682,671,1,0,0,0
4,2013-01-17,5032,796,1,0,0,0
5,2013-01-18,5854,764,1,0,0,0
6,2013-01-19,2418,305,1,0,0,0
7,2013-01-20,0,0,0,0,0,0
1,2013-01-21,9979,1028,1,1,0,0
2,2013-01-22,8947,1046,1,1,0,0
3,2013-01-23,6728,818,1,1,0,0
4,2013-01-24,7619,957,1,1,0,0
5,2013-01-25,6746,808,1,1,0,0
6,2013-01-26,1757,263,1,0,0,0
7,2013-01-27,0,0,0,0,0,0
1,2013-01-28,5680,771,1,0,0,0
2,2013-01-29,5194,749,1,0,0,0
3,2013-01-30,5521,687,1,0,0,0
4,2013-01-31,6855,888,1,0,0,0
5,2013-02-01,6560,825,1,0,0,0
6,2013-02-02,2583,299,1,0,0,0
7,2013-02-03,0,0,0,0,0,0
1,2013-02-04,9803,1075,1,1,0,1
2,2013-02-05,9233,1070,1,1,0,1
3,2013-02-06,6582,773,1,1,0,1
4,2013-02-07,7014,927,1,1,0,1
5,2013-02-08,6527,762,1,1,0,1
6,2013-02-09,2456,287,1,0,0,0
7,2013-02-10,0,0,0,0,0,0
1,2013-02-11,5732,749,1,0,0,1
2,2013-02-12,5375,802,1,0,0,1
3,2013-02-13,4964,603,1,0,0,1
4,2013-02-14,6078,854,1,0,0,1
5,2013-02-15,5203,702,1,0,0,1
6,2013-02-16,2567,290,1,0,0,0
7,2013-02-17,0,0,0,0,0,0
1,2013-02-18,11005,1118,1,1,0,0
2,2013-02-19,6886,780,1,1,0,0
3,2013-02-20,7175,802,1,1,0,0
4,2013-02-21,7996,945,1,1,0,0
5,2013-02-22,6420,765,1,1,0,0
6,2013-02-23,2145,261,1,0,0,0
7,2013-02-24,0,0,0,0,0,0
1,2013-02-25,4932,703,1,0,0,0
2,2013-02-26,5952,839,1,0,0,0
3,2013-02-27,4524,613,1,0,0,0
4,2013-02-28,6867,923,1,0,0,0
5,2013-03-01,5835,808,1,0,0,0
6,2013-03-02,2523,324,1,0,0,0
7,2013-03-03,0,0,0,0,0,0
1,2013-03-04,10459,1144,1,1,0,0
2,2013-03-05,9557,1145,1,1,0,0
3,2013-03-06,7640,874,1,1,0,0
4,2013-03-07,8112,1029,1,1,0,0
5,2013-03-08,6890,850,1,1,0,0
6,2013-03-09,2214,281,1,0,0,0
7,2013-03-10,0,0,0,0,0,0
1,2013-03-11,5251,740,1,0,0,0
2,2013-03-12,4941,744,1,0,0,0
3,2013-03-13,4588,620,1,0,0,0
4,2013-03-14,5966,850,1,0,0,0
5,2013-03-15,6133,802,1,0,0,0
6,2013-03-16,2389,298,1,0,0,0
7,2013-03-17,0,0,0,0,0,0
1,2013-03-18,10092,1059,1,1,0,0
2,2013-03-19,8598,974,1,1,0,0
3,2013-03-20,7690,878,1,1,0,0
4,2013-03-21,7823,956,1,1,0,0
5,2013-03-22,7137,859,1,1,0,0
