@relation train-weka.filters.unsupervised.instance.RemoveWithValues-S922.0-Cfirst-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S921.0-Cfirst-Lfirst-last

@attribute DayOfWeek numeric
@attribute Date date yyyy-MM-dd
@attribute Sales numeric
@attribute Customers numeric
@attribute Open numeric
@attribute Promo numeric
@attribute StateHoliday string
@attribute SchoolHoliday numeric

@data
2,2013-01-01,0,0,0,0,a,1
3,2013-01-02,12383,1432,1,0,0,1
4,2013-01-03,10035,1291,1,0,0,0
5,2013-01-04,9517,1164,1,0,0,0
6,2013-01-05,4913,521,1,0,0,0
7,2013-01-06,0,0,0,0,0,0
1,2013-01-07,16025,1737,1,1,0,0
2,2013-01-08,13039,1459,1,1,0,0
3,2013-01-09,11943,1331,1,1,0,0
4,2013-01-10,11592,1348,1,1,0,0
5,2013-01-11,10843,1284,1,1,0,0
6,2013-01-12,4720,497,1,0,0,0
7,2013-01-13,0,0,0,0,0,0
1,2013-01-14,11368,1400,1,0,0,0
2,2013-01-15,9714,1213,1,0,0,0
3,2013-01-16,9226,1172,1,0,0,0
4,2013-01-17,9139,1142,1,0,0,0
5,2013-01-18,9112,1107,1,0,0,0
6,2013-01-19,4276,485,1,0,0,0
7,2013-01-20,0,0,0,0,0,0
1,2013-01-21,13039,1430,1,1,0,0
2,2013-01-22,12230,1373,1,1,0,0
3,2013-01-23,11285,1288,1,1,0,0
4,2013-01-24,11377,1244,1,1,0,0
5,2013-01-25,11083,1226,1,1,0,0
6,2013-01-26,4348,457,1,0,0,0
7,2013-01-27,0,0,0,0,0,0
1,2013-01-28,10868,1307,1,0,0,0
2,2013-01-29,9853,1177,1,0,0,0
3,2013-01-30,8812,1141,1,0,0,0
4,2013-01-31,11237,1327,1,0,0,0
5,2013-02-01,10083,1182,1,0,0,0
6,2013-02-02,4860,465,1,0,0,0
7,2013-02-03,0,0,0,0,0,0
1,2013-02-04,14536,1552,1,1,0,1
2,2013-02-05,13684,1499,1,1,0,1
3,2013-02-06,12087,1356,1,1,0,1
4,2013-02-07,10393,1203,1,1,0,1
5,2013-02-08,9971,1180,1,1,0,1
6,2013-02-09,4056,461,1,0,0,0
7,2013-02-10,0,0,0,0,0,0
1,2013-02-11,10613,1289,1,0,0,1
2,2013-02-12,8571,1075,1,0,0,1
3,2013-02-13,8953,1116,1,0,0,1
4,2013-02-14,9307,1126,1,0,0,1
5,2013-02-15,8724,1099,1,0,0,1
6,2013-02-16,4460,442,1,0,0,0
