@relation train-weka.filters.unsupervised.instance.RemoveWithValues-S125.0-Cfirst-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S124.0-Cfirst-Lfirst-last

@attribute DayOfWeek numeric
@attribute Date date yyyy-MM-dd
@attribute Sales numeric
@attribute Customers numeric
@attribute Open numeric
@attribute Promo numeric
@attribute StateHoliday string
@attribute SchoolHoliday numeric

@data
2,2013-01-01,0,0,0,0,a,1
3,2013-01-02,4229,525,1,0,0,1
4,2013-01-03,3838,458,1,0,0,1
5,2013-01-04,4525,615,1,0,0,1
6,2013-01-05,2348,298,1,0,0,0
7,2013-01-06,0,0,0,0,0,0
1,2013-01-07,5635,610,1,1,0,0
2,2013-01-08,5015,622,1,1,0,0
3,2013-01-09,4099,469,1,1,0,0
4,2013-01-10,4305,497,1,1,0,0
5,2013-01-11,5564,650,1,1,0,0
6,2013-01-12,2632,307,1,0,0,0
7,2013-01-13,0,0,0,0,0,0
1,2013-01-14,3658,491,1,0,0,0
2,2013-01-15,3479,455,1,0,0,0
3,2013-01-16,3276,422,1,0,0,0
4,2013-01-17,3577,432,1,0,0,0
5,2013-01-18,4207,556,1,0,0,0
6,2013-01-19,2787,308,1,0,0,0
7,2013-01-20,0,0,0,0,0,0
1,2013-01-21,4870,519,1,1,0,0
2,2013-01-22,4429,520,1,1,0,0
3,2013-01-23,4415,478,1,1,0,0
4,2013-01-24,3596,429,1,1,0,0
5,2013-01-25,4923,615,1,1,0,0
6,2013-01-26,2383,286,1,0,0,0
7,2013-01-27,0,0,0,0,0,0
1,2013-01-28,3783,467,1,0,0,0
2,2013-01-29,3733,482,1,0,0,0
3,2013-01-30,3985,464,1,0,0,0
4,2013-01-31,5242,555,1,0,0,0
5,2013-02-01,5838,625,1,0,0,0
6,2013-02-02,2856,329,1,0,0,0
7,2013-02-03,0,0,0,0,0,0
1,2013-02-04,5404,592,1,1,0,0
2,2013-02-05,4983,582,1,1,0,0
3,2013-02-06,5480,580,1,1,0,0
4,2013-02-07,2381,285,1,1,0,0
5,2013-02-08,6311,674,1,1,0,0
6,2013-02-09,3106,345,1,0,0,0
7,2013-02-10,0,0,0,0,0,0
1,2013-02-11,1692,215,1,0,0,0
2,2013-02-12,3905,489,1,0,0,0
3,2013-02-13,5040,564,1,0,0,0
4,2013-02-14,4416,506,1,0,0,0
5,2013-02-15,4807,548,1,0,0,0
6,2013-02-16,2710,332,1,0,0,0
7,2013-02-17,0,0,0,0,0,0
1,2013-02-18,5241,627,1,1,0,0
2,2013-02-19,4985,594,1,1,0,0
