@relation train-weka.filters.unsupervised.instance.RemoveWithValues-S822.0-Cfirst-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S821.0-Cfirst-Lfirst-last

@attribute DayOfWeek numeric
@attribute Date date yyyy-MM-dd
@attribute Sales numeric
@attribute Customers numeric
@attribute Open numeric
@attribute Promo numeric
@attribute StateHoliday string
@attribute SchoolHoliday numeric

@data
2,2013-01-01,0,0,0,0,a,1
3,2013-01-02,6809,886,1,0,0,1
4,2013-01-03,5877,801,1,0,0,1
5,2013-01-04,5770,777,1,0,0,1
6,2013-01-05,5145,700,1,0,0,0
7,2013-01-06,0,0,0,0,0,0
1,2013-01-07,10685,1171,1,1,0,0
2,2013-01-08,8499,988,1,1,0,0
3,2013-01-09,7678,893,1,1,0,0
4,2013-01-10,6832,866,1,1,0,0
5,2013-01-11,7272,908,1,1,0,0
6,2013-01-12,4517,637,1,0,0,0
7,2013-01-13,0,0,0,0,0,0
1,2013-01-14,5945,780,1,0,0,0
2,2013-01-15,5671,797,1,0,0,0
3,2013-01-16,4799,705,1,0,0,0
4,2013-01-17,5417,728,1,0,0,0
5,2013-01-18,5079,701,1,0,0,0
6,2013-01-19,5056,632,1,0,0,0
7,2013-01-20,0,0,0,0,0,0
1,2013-01-21,9628,1041,1,1,0,0
2,2013-01-22,7373,877,1,1,0,0
3,2013-01-23,6464,784,1,1,0,0
4,2013-01-24,6174,774,1,1,0,0
5,2013-01-25,7002,864,1,1,0,0
6,2013-01-26,4233,571,1,0,0,0
7,2013-01-27,0,0,0,0,0,0
1,2013-01-28,5301,770,1,0,0,0
2,2013-01-29,5426,747,1,0,0,0
3,2013-01-30,5162,727,1,0,0,0
4,2013-01-31,8585,1016,1,0,0,0
5,2013-02-01,8209,979,1,0,0,0
6,2013-02-02,5061,665,1,0,0,0
7,2013-02-03,0,0,0,0,0,0
1,2013-02-04,10383,1111,1,1,0,1
2,2013-02-05,9331,1079,1,1,0,1
3,2013-02-06,8097,969,1,1,0,1
4,2013-02-07,7367,866,1,1,0,1
5,2013-02-08,7229,874,1,1,0,1
6,2013-02-09,4172,587,1,0,0,0
7,2013-02-10,0,0,0,0,0,0
1,2013-02-11,5663,784,1,0,0,0
2,2013-02-12,5954,822,1,0,0,0
3,2013-02-13,5707,838,1,0,0,0
4,2013-02-14,6223,828,1,0,0,0
5,2013-02-15,6398,818,1,0,0,0
6,2013-02-16,5020,607,1,0,0,0
7,2013-02-17,0,0,0,0,0,0
1,2013-02-18,10208,1082,1,1,0,0
2,2013-02-19,7151,869,1,1,0,0
3,2013-02-20,8258,871,1,1,0,0
4,2013-02-21,7228,876,1,1,0,0
5,2013-02-22,7098,877,1,1,0,0
6,2013-02-23,4349,571,1,0,0,0
7,2013-02-24,0,0,0,0,0,0
1,2013-02-25,5358,784,1,0,0,0
2,2013-02-26,6100,794,1,0,0,0
3,2013-02-27,5848,768,1,0,0,0
4,2013-02-28,8144,1039,1,0,0,0
5,2013-03-01,8015,951,1,0,0,0
6,2013-03-02,6043,810,1,0,0,0
7,2013-03-03,0,0,0,0,0,0
1,2013-03-04,11643,1261,1,1,0,0
2,2013-03-05,8928,1022,1,1,0,0
3,2013-03-06,7698,1000,1,1,0,0
4,2013-03-07,7078,938,1,1,0,0
5,2013-03-08,7089,848,1,1,0,0
6,2013-03-09,4600,625,1,0,0,0
7,2013-03-10,0,0,0,0,0,0
1,2013-03-11,5956,775,1,0,0,0
2,2013-03-12,5467,795,1,0,0,0
3,2013-03-13,5479,744,1,0,0,0
4,2013-03-14,5457,788,1,0,0,0
5,2013-03-15,5821,773,1,0,0,0
6,2013-03-16,5245,678,1,0,0,0
7,2013-03-17,0,0,0,0,0,0
1,2013-03-18,10174,1113,1,1,0,0
2,2013-03-19,6931,844,1,1,0,0
3,2013-03-20,7166,871,1,1,0,0
4,2013-03-21,7337,855,1,1,0,0
5,2013-03-22,7259,906,1,1,0,0
6,2013-03-23,4214,595,1,0,0,0
7,2013-03-24,0,0,0,0,0,0
1,2013-03-25,10675,1053,1,1,0,1
2,2013-03-26,8298,998,1,1,0,1
3,2013-03-27,8701,1009,1,1,0,1
4,2013-03-28,12871,1332,1,1,0,1
5,2013-03-29,0,0,0,1,b,1
6,2013-03-30,7366,901,1,0,0,0
7,2013-03-31,0,0,0,0,0,0
1,2013-04-01,0,0,0,0,b,1
2,2013-04-02,7745,1027,1,0,0,1
3,2013-04-03,6491,861,1,0,0,1
4,2013-04-04,6452,838,1,0,0,1
5,2013-04-05,5789,787,1,0,0,1
6,2013-04-06,5210,668,1,0,0,0
7,2013-04-07,0,0,0,0,0,0
1,2013-04-08,11015,1127,1,1,0,0
2,2013-04-09,8041,956,1,1,0,0
3,2013-04-10,7069,909,1,1,0,0
4,2013-04-11,7323,919,1,1,0,0
5,2013-04-12,7570,853,1,1,0,0
6,2013-04-13,4571,618,1,0,0,0
7,2013-04-14,0,0,0,0,0,0
1,2013-04-15,7330,866,1,0,0,0
2,2013-04-16,5592,804,1,0,0,0
3,2013-04-17,5401,791,1,0,0,0
4,2013-04-18,5334,807,1,0,0,0
5,2013-04-19,5533,770,1,0,0,0
6,2013-04-20,4359,540,1,0,0,0
7,2013-04-21,0,0,0,0,0,0
1,2013-04-22,10503,1050,1,1,0,0
2,2013-04-23,7393,957,1,1,0,0
3,2013-04-24,7834,896,1,1,0,0
4,2013-04-25,6653,846,1,1,0,0
5,2013-04-26,7017,898,1,1,0,0
6,2013-04-27,4420,577,1,0,0,0
7,2013-04-28,0,0,0,0,0,0
1,2013-04-29,8487,1053,1,1,0,0
2,2013-04-30,15453,1675,1,1,0,0
3,2013-05-01,0,0,0,1,a,0
4,2013-05-02,9905,1153,1,1,0,0
5,2013-05-03,8259,1022,1,1,0,0
6,2013-05-04,5588,691,1,0,0,0
7,2013-05-05,0,0,0,0,0,0
1,2013-05-06,6465,944,1,0,0,0
2,2013-05-07,6338,851,1,0,0,0
3,2013-05-08,6743,917,1,0,0,0
4,2013-05-09,0,0,0,0,a,0
5,2013-05-10,8533,885,1,0,0,1
6,2013-05-11,5181,674,1,0,0,0
7,2013-05-12,0,0,0,0,0,0
1,2013-05-13,10940,1146,1,1,0,0
2,2013-05-14,8353,998,1,1,0,0
3,2013-05-15,7889,976,1,1,0,0
4,2013-05-16,7498,963,1,1,0,0
5,2013-05-17,7127,902,1,1,0,0
6,2013-05-18,4585,600,1,0,0,0
7,2013-05-19,0,0,0,0,0,0
1,2013-05-20,0,0,0,0,a,0
2,2013-05-21,7060,941,1,0,0,1
3,2013-05-22,5506,734,1,0,0,0
4,2013-05-23,6231,842,1,0,0,0
5,2013-05-24,5493,724,1,0,0,0
6,2013-05-25,3667,490,1,0,0,0
7,2013-05-26,0,0,0,0,0,0
1,2013-05-27,9357,1055,1,1,0,0
2,2013-05-28,8188,959,1,1,0,0
3,2013-05-29,7538,909,1,1,0,0
4,2013-05-30,7183,915,1,1,0,0
5,2013-05-31,10000,1117,1,1,0,0
6,2013-06-01,6018,801,1,0,0,0
7,2013-06-02,0,0,0,0,0,0
1,2013-06-03,10102,1131,1,1,0,0
2,2013-06-04,7536,949,1,1,0,0
3,2013-06-05,7932,1016,1,1,0,0
4,2013-06-06,8054,1037,1,1,0,0
5,2013-06-07,7156,914,1,1,0,0
6,2013-06-08,4539,632,1,0,0,0
7,2013-06-09,0,0,0,0,0,0
1,2013-06-10,6344,890,1,0,0,0
2,2013-06-11,6075,822,1,0,0,0
3,2013-06-12,5751,814,1,0,0,0
4,2013-06-13,5709,778,1,0,0,0
5,2013-06-14,5615,748,1,0,0,0
6,2013-06-15,4813,641,1,0,0,0
7,2013-06-16,0,0,0,0,0,0
1,2013-06-17,9938,1202,1,1,0,0
2,2013-06-18,7909,948,1,1,0,0
3,2013-06-19,6849,895,1,1,0,1
4,2013-06-20,6199,811,1,1,0,1
5,2013-06-21,7233,882,1,1,0,1
6,2013-06-22,4992,651,1,0,0,0
7,2013-06-23,0,0,0,0,0,0
1,2013-06-24,6303,869,1,0,0,1
2,2013-06-25,4215,578,1,0,0,1
3,2013-06-26,5818,794,1,0,0,1
4,2013-06-27,5964,802,1,0,0,1
5,2013-06-28,8509,976,1,0,0,1
6,2013-06-29,5896,680,1,0,0,0
7,2013-06-30,0,0,0,0,0,0
1,2013-07-01,12620,1273,1,1,0,1
2,2013-07-02,9118,1057,1,1,0,1
3,2013-07-03,8224,985,1,1,0,1
4,2013-07-04,7478,902,1,1,0,1
5,2013-07-05,7204,956,1,1,0,1
6,2013-07-06,4749,596,1,0,0,0
7,2013-07-07,0,0,0,0,0,0
1,2013-07-08,6885,903,1,0,0,1
2,2013-07-09,6107,850,1,0,0,1
3,2013-07-10,5521,817,1,0,0,1
4,2013-07-11,5800,818,1,0,0,1
5,2013-07-12,6224,830,1,0,0,1
6,2013-07-13,4292,564,1,0,0,0
7,2013-07-14,0,0,0,0,0,0
1,2013-07-15,11376,1188,1,1,0,1
2,2013-07-16,8429,988,1,1,0,1
3,2013-07-17,7316,938,1,1,0,1
4,2013-07-18,7147,883,1,1,0,1
5,2013-07-19,6892,872,1,1,0,1
6,2013-07-20,4244,615,1,0,0,0
7,2013-07-21,0,0,0,0,0,0
1,2013-07-22,5320,752,1,0,0,1
2,2013-07-23,5127,744,1,0,0,1
3,2013-07-24,4781,698,1,0,0,1
4,2013-07-25,5669,780,1,0,0,1
5,2013-07-26,5389,717,1,0,0,1
6,2013-07-27,3361,489,1,0,0,0
7,2013-07-28,0,0,0,0,0,0
1,2013-07-29,9876,1018,1,1,0,1
2,2013-07-30,8916,1038,1,1,0,1
