@relation train-weka.filters.unsupervised.instance.RemoveWithValues-S295.0-Cfirst-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S294.0-Cfirst-Lfirst-last

@attribute DayOfWeek numeric
@attribute Date date yyyy-MM-dd
@attribute Sales numeric
@attribute Customers numeric
@attribute Open numeric
@attribute Promo numeric
@attribute StateHoliday string
@attribute SchoolHoliday numeric

@data
2,2013-01-01,0,0,0,0,a,1
3,2013-01-02,5093,742,1,0,0,1
4,2013-01-03,4167,640,1,0,0,1
5,2013-01-04,4419,633,1,0,0,1
6,2013-01-05,2661,397,1,0,0,1
7,2013-01-06,0,0,0,0,0,1
1,2013-01-07,8174,976,1,1,0,1
2,2013-01-08,6414,844,1,1,0,1
3,2013-01-09,5627,762,1,1,0,1
4,2013-01-10,5479,780,1,1,0,1
5,2013-01-11,5587,776,1,1,0,1
6,2013-01-12,2649,379,1,0,0,0
7,2013-01-13,0,0,0,0,0,0
1,2013-01-14,4818,727,1,0,0,0
2,2013-01-15,4922,696,1,0,0,0
3,2013-01-16,3763,579,1,0,0,0
4,2013-01-17,4367,657,1,0,0,0
5,2013-01-18,4464,666,1,0,0,0
6,2013-01-19,3006,398,1,0,0,0
7,2013-01-20,0,0,0,0,0,0
1,2013-01-21,6582,826,1,1,0,0
2,2013-01-22,6488,835,1,1,0,0
3,2013-01-23,5892,795,1,1,0,0
4,2013-01-24,6191,801,1,1,0,0
5,2013-01-25,5192,724,1,1,0,0
6,2013-01-26,2793,362,1,0,0,0
7,2013-01-27,0,0,0,0,0,0
1,2013-01-28,4489,708,1,0,0,0
2,2013-01-29,4440,641,1,0,0,0
3,2013-01-30,4584,635,1,0,0,0
4,2013-01-31,5521,763,1,0,0,0
5,2013-02-01,4618,684,1,0,0,0
6,2013-02-02,3442,456,1,0,0,0
7,2013-02-03,0,0,0,0,0,0
1,2013-02-04,7974,948,1,1,0,0
2,2013-02-05,7677,914,1,1,0,0
3,2013-02-06,5512,699,1,1,0,0
4,2013-02-07,6471,842,1,1,0,0
5,2013-02-08,6429,776,1,1,0,0
