@relation train-weka.filters.unsupervised.instance.RemoveWithValues-S563.0-Cfirst-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S562.0-Cfirst-Lfirst-last

@attribute DayOfWeek numeric
@attribute Date date yyyy-MM-dd
@attribute Sales numeric
@attribute Customers numeric
@attribute Open numeric
@attribute Promo numeric
@attribute StateHoliday string
@attribute SchoolHoliday numeric

@data
2,2013-01-01,8498,1675,1,0,a,1
3,2013-01-02,15472,2744,1,0,0,1
4,2013-01-03,14807,2755,1,0,0,1
5,2013-01-04,15357,2737,1,0,0,1
6,2013-01-05,12554,2364,1,0,0,0
7,2013-01-06,15678,2564,1,0,0,0
1,2013-01-07,22801,3408,1,1,0,0
2,2013-01-08,20282,3268,1,1,0,0
3,2013-01-09,18885,2989,1,1,0,0
4,2013-01-10,19922,3250,1,1,0,0
5,2013-01-11,20010,3342,1,1,0,0
6,2013-01-12,14124,2596,1,0,0,0
7,2013-01-13,15922,2713,1,0,0,0
1,2013-01-14,16771,2958,1,0,0,0
2,2013-01-15,16531,3006,1,0,0,0
3,2013-01-16,15793,2937,1,0,0,0
4,2013-01-17,16703,3086,1,0,0,0
5,2013-01-18,17631,3306,1,0,0,0
6,2013-01-19,13219,2636,1,0,0,0
7,2013-01-20,17552,2917,1,0,0,0
1,2013-01-21,21132,3392,1,1,0,0
2,2013-01-22,20317,3268,1,1,0,0
3,2013-01-23,21784,3375,1,1,0,0
4,2013-01-24,18868,3272,1,1,0,0
5,2013-01-25,20029,3481,1,1,0,0
6,2013-01-26,13005,2560,1,0,0,0
7,2013-01-27,16114,2714,1,0,0,0
1,2013-01-28,17023,3075,1,0,0,0
2,2013-01-29,16078,2929,1,0,0,0
3,2013-01-30,16452,3059,1,0,0,0
4,2013-01-31,18555,3367,1,0,0,1
5,2013-02-01,19284,3435,1,0,0,1
6,2013-02-02,15626,2944,1,0,0,0
7,2013-02-03,18813,3084,1,0,0,0
1,2013-02-04,22442,3570,1,1,0,0
2,2013-02-05,20801,3323,1,1,0,0
3,2013-02-06,20798,3341,1,1,0,0
4,2013-02-07,19236,3338,1,1,0,0
5,2013-02-08,20002,3546,1,1,0,0
6,2013-02-09,14339,2687,1,0,0,0
7,2013-02-10,18486,3160,1,0,0,0
1,2013-02-11,16522,3104,1,0,0,0
2,2013-02-12,16297,3051,1,0,0,0
3,2013-02-13,17097,3118,1,0,0,0
4,2013-02-14,14561,2618,1,0,0,0
5,2013-02-15,14210,2616,1,0,0,0
6,2013-02-16,12724,2651,1,0,0,0
7,2013-02-17,17443,2903,1,0,0,0
1,2013-02-18,21833,3359,1,1,0,0
2,2013-02-19,19604,3157,1,1,0,0
3,2013-02-20,17748,3053,1,1,0,0
4,2013-02-21,18565,3082,1,1,0,0
5,2013-02-22,18580,3333,1,1,0,0
6,2013-02-23,12613,2525,1,0,0,0
7,2013-02-24,15915,2795,1,0,0,0
1,2013-02-25,15328,2878,1,0,0,0
2,2013-02-26,15440,2826,1,0,0,0
3,2013-02-27,16205,2877,1,0,0,0
4,2013-02-28,17549,3156,1,0,0,0
5,2013-03-01,18411,3416,1,0,0,0
6,2013-03-02,14911,2821,1,0,0,0
7,2013-03-03,20210,3285,1,0,0,0
1,2013-03-04,22597,3440,1,1,0,0
2,2013-03-05,19239,3190,1,1,0,0
3,2013-03-06,17864,3141,1,1,0,0
4,2013-03-07,19072,3235,1,1,0,0
5,2013-03-08,20692,3633,1,1,0,0
6,2013-03-09,13454,2658,1,0,0,0
7,2013-03-10,18712,3180,1,0,0,0
1,2013-03-11,18136,3263,1,0,0,0
2,2013-03-12,17628,3046,1,0,0,0
3,2013-03-13,16460,3071,1,0,0,0
4,2013-03-14,17416,3175,1,0,0,0
5,2013-03-15,17899,3300,1,0,0,0
6,2013-03-16,13490,2651,1,0,0,0
7,2013-03-17,17148,2863,1,0,0,0
1,2013-03-18,21478,3478,1,1,0,1
2,2013-03-19,20280,3191,1,1,0,1
3,2013-03-20,18630,3198,1,1,0,1
4,2013-03-21,18489,3071,1,1,0,1
5,2013-03-22,18531,3261,1,1,0,1
6,2013-03-23,13853,2700,1,0,0,1
7,2013-03-24,18874,3210,1,0,0,1
1,2013-03-25,21629,3530,1,1,0,1
2,2013-03-26,19683,3327,1,1,0,1
3,2013-03-27,20202,3342,1,1,0,1
4,2013-03-28,24721,3817,1,1,0,1
5,2013-03-29,20397,3268,1,1,b,1
6,2013-03-30,17560,2956,1,0,0,0
7,2013-03-31,14992,2583,1,0,0,0
1,2013-04-01,20449,3547,1,0,b,1
2,2013-04-02,19113,3418,1,0,0,1
3,2013-04-03,17061,3048,1,0,0,0
4,2013-04-04,16690,3020,1,0,0,0
5,2013-04-05,17848,3359,1,0,0,0
6,2013-04-06,13919,2887,1,0,0,0
7,2013-04-07,16086,3029,1,0,0,0
1,2013-04-08,21439,3461,1,1,0,0
2,2013-04-09,20733,3402,1,1,0,0
3,2013-04-10,18416,3177,1,1,0,0
4,2013-04-11,18809,3295,1,1,0,0
5,2013-04-12,19042,3527,1,1,0,0
6,2013-04-13,13497,2554,1,0,0,0
7,2013-04-14,14742,2877,1,0,0,0
1,2013-04-15,15431,3048,1,0,0,0
2,2013-04-16,16018,3040,1,0,0,0
3,2013-04-17,15406,2947,1,0,0,0
4,2013-04-18,15353,3045,1,0,0,0
5,2013-04-19,16695,3395,1,0,0,0
6,2013-04-20,13664,2700,1,0,0,0
7,2013-04-21,16903,3030,1,0,0,0
1,2013-04-22,20180,3335,1,1,0,0
2,2013-04-23,19281,3278,1,1,0,0
3,2013-04-24,17501,3066,1,1,0,0
4,2013-04-25,17087,3118,1,1,0,0
5,2013-04-26,20624,3587,1,1,0,0
6,2013-04-27,14313,2597,1,0,0,0
7,2013-04-28,17334,3000,1,0,0,0
1,2013-04-29,22038,3504,1,1,0,0
2,2013-04-30,23166,3633,1,1,0,0
3,2013-05-01,18546,3008,1,1,a,0
4,2013-05-02,21986,3629,1,1,0,0
5,2013-05-03,19883,3518,1,1,0,0
