@relation train-weka.filters.unsupervised.instance.RemoveWithValues-S509.0-Cfirst-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S508.0-Cfirst-Lfirst-last

@attribute DayOfWeek numeric
@attribute Date date yyyy-MM-dd
@attribute Sales numeric
@attribute Customers numeric
@attribute Open numeric
@attribute Promo numeric
@attribute StateHoliday string
@attribute SchoolHoliday numeric

@data
2,2013-01-01,0,0,0,0,a,1
3,2013-01-02,4705,566,1,0,0,1
4,2013-01-03,4818,550,1,0,0,1
5,2013-01-04,5965,635,1,0,0,1
6,2013-01-05,5669,532,1,0,0,0
7,2013-01-06,0,0,0,0,0,0
1,2013-01-07,8475,834,1,1,0,0
2,2013-01-08,7009,684,1,1,0,0
3,2013-01-09,6288,623,1,1,0,0
4,2013-01-10,6101,619,1,1,0,0
5,2013-01-11,7390,729,1,1,0,0
6,2013-01-12,5786,552,1,0,0,0
7,2013-01-13,0,0,0,0,0,0
1,2013-01-14,4276,532,1,0,0,0
2,2013-01-15,3801,439,1,0,0,0
3,2013-01-16,3381,397,1,0,0,0
4,2013-01-17,4043,492,1,0,0,0
5,2013-01-18,4810,560,1,0,0,0
6,2013-01-19,4599,480,1,0,0,0
7,2013-01-20,0,0,0,0,0,0
1,2013-01-21,8134,716,1,1,0,0
2,2013-01-22,6420,662,1,1,0,0
3,2013-01-23,5454,533,1,1,0,0
4,2013-01-24,6000,572,1,1,0,0
5,2013-01-25,6665,621,1,1,0,0
6,2013-01-26,4086,443,1,0,0,0
7,2013-01-27,0,0,0,0,0,0
1,2013-01-28,4310,536,1,0,0,0
2,2013-01-29,3780,453,1,0,0,0
3,2013-01-30,5074,496,1,0,0,0
4,2013-01-31,5431,534,1,0,0,0
5,2013-02-01,5482,575,1,0,0,0
6,2013-02-02,5785,553,1,0,0,0
7,2013-02-03,0,0,0,0,0,0
1,2013-02-04,8897,837,1,1,0,0
2,2013-02-05,6728,656,1,1,0,0
3,2013-02-06,7002,737,1,1,0,0
4,2013-02-07,2946,299,1,1,0,0
5,2013-02-08,6999,692,1,1,0,0
6,2013-02-09,4722,499,1,0,0,0
7,2013-02-10,0,0,0,0,0,0
1,2013-02-11,0,0,0,0,0,0
2,2013-02-12,5149,582,1,0,0,0
3,2013-02-13,5377,601,1,0,0,0
4,2013-02-14,5103,574,1,0,0,0
5,2013-02-15,5171,584,1,0,0,0
6,2013-02-16,4793,488,1,0,0,0
7,2013-02-17,0,0,0,0,0,0
1,2013-02-18,8718,866,1,1,0,0
2,2013-02-19,6124,610,1,1,0,0
3,2013-02-20,5974,623,1,1,0,0
4,2013-02-21,5476,549,1,1,0,0
5,2013-02-22,5777,566,1,1,0,0
6,2013-02-23,3384,356,1,0,0,0
7,2013-02-24,0,0,0,0,0,0
1,2013-02-25,3363,420,1,0,0,0
2,2013-02-26,4513,526,1,0,0,0
3,2013-02-27,4730,505,1,0,0,0
4,2013-02-28,6056,620,1,0,0,0
5,2013-03-01,5625,624,1,0,0,0
6,2013-03-02,5959,618,1,0,0,0
7,2013-03-03,0,0,0,0,0,0
1,2013-03-04,9047,861,1,1,0,0
2,2013-03-05,7378,694,1,1,0,0
3,2013-03-06,5889,606,1,1,0,0
4,2013-03-07,6473,650,1,1,0,0
5,2013-03-08,6151,686,1,1,0,0
6,2013-03-09,4697,457,1,0,0,0
7,2013-03-10,0,0,0,0,0,0
1,2013-03-11,6603,604,1,0,0,0
2,2013-03-12,3692,361,1,0,0,0
3,2013-03-13,5390,580,1,0,0,0
4,2013-03-14,5494,554,1,0,0,0
5,2013-03-15,6067,659,1,0,0,0
6,2013-03-16,4477,509,1,0,0,0
7,2013-03-17,0,0,0,0,0,0
1,2013-03-18,8435,820,1,1,0,0
2,2013-03-19,6810,665,1,1,0,0
3,2013-03-20,5379,525,1,1,0,0
4,2013-03-21,7025,649,1,1,0,0
5,2013-03-22,6968,700,1,1,0,0
6,2013-03-23,4517,441,1,0,0,0
7,2013-03-24,0,0,0,0,0,0
1,2013-03-25,8962,809,1,1,0,1
2,2013-03-26,7755,715,1,1,0,1
3,2013-03-27,8471,730,1,1,0,1
4,2013-03-28,10588,952,1,1,0,1
5,2013-03-29,0,0,0,1,b,1
6,2013-03-30,9351,866,1,0,0,0
7,2013-03-31,0,0,0,0,0,0
1,2013-04-01,0,0,0,0,b,1
2,2013-04-02,5031,598,1,0,0,1
3,2013-04-03,4782,526,1,0,0,1
4,2013-04-04,5400,563,1,0,0,1
5,2013-04-05,6116,682,1,0,0,1
6,2013-04-06,3991,456,1,0,0,0
7,2013-04-07,0,0,0,0,0,0
1,2013-04-08,8461,782,1,1,0,0
2,2013-04-09,6365,651,1,1,0,0
3,2013-04-10,6128,577,1,1,0,0
4,2013-04-11,6671,651,1,1,0,0
5,2013-04-12,6391,648,1,1,0,0
6,2013-04-13,4898,550,1,0,0,0
7,2013-04-14,0,0,0,0,0,0
1,2013-04-15,3990,498,1,0,0,0
2,2013-04-16,4482,526,1,0,0,0
3,2013-04-17,4133,482,1,0,0,0
4,2013-04-18,4164,513,1,0,0,0
5,2013-04-19,4753,555,1,0,0,0
6,2013-04-20,4116,471,1,0,0,0
7,2013-04-21,0,0,0,0,0,0
1,2013-04-22,8196,764,1,1,0,0
2,2013-04-23,6225,598,1,1,0,0
3,2013-04-24,5753,582,1,1,0,0
4,2013-04-25,5145,570,1,1,0,0
5,2013-04-26,6138,620,1,1,0,0
6,2013-04-27,5309,538,1,0,0,0
7,2013-04-28,0,0,0,0,0,0
1,2013-04-29,8008,748,1,1,0,0
2,2013-04-30,9131,823,1,1,0,0
3,2013-05-01,0,0,0,1,a,0
4,2013-05-02,7925,801,1,1,0,0
5,2013-05-03,7397,721,1,1,0,0
6,2013-05-04,4694,560,1,0,0,0
7,2013-05-05,0,0,0,0,0,0
1,2013-05-06,5111,591,1,0,0,0
2,2013-05-07,4569,539,1,0,0,0
3,2013-05-08,6625,727,1,0,0,0
4,2013-05-09,0,0,0,0,a,0
5,2013-05-10,6347,674,1,0,0,0
6,2013-05-11,6157,618,1,0,0,0
7,2013-05-12,0,0,0,0,0,0
