@relation train-weka.filters.unsupervised.instance.RemoveWithValues-S291.0-Cfirst-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S290.0-Cfirst-Lfirst-last

@attribute DayOfWeek numeric
@attribute Date date yyyy-MM-dd
@attribute Sales numeric
@attribute Customers numeric
@attribute Open numeric
@attribute Promo numeric
@attribute StateHoliday string
@attribute SchoolHoliday numeric

@data
2,2013-01-01,0,0,0,0,a,1
3,2013-01-02,5720,620,1,0,0,1
4,2013-01-03,5868,594,1,0,0,1
5,2013-01-04,5771,657,1,0,0,1
6,2013-01-05,3524,411,1,0,0,0
7,2013-01-06,0,0,0,0,0,0
1,2013-01-07,11651,1033,1,1,0,0
2,2013-01-08,9207,844,1,1,0,0
3,2013-01-09,6860,656,1,1,0,0
4,2013-01-10,7527,757,1,1,0,0
5,2013-01-11,8625,850,1,1,0,0
6,2013-01-12,3733,426,1,0,0,0
7,2013-01-13,0,0,0,0,0,0
1,2013-01-14,4527,558,1,0,0,0
2,2013-01-15,5032,566,1,0,0,0
3,2013-01-16,4508,499,1,0,0,0
4,2013-01-17,5285,588,1,0,0,0
5,2013-01-18,6242,698,1,0,0,0
6,2013-01-19,4352,444,1,0,0,0
7,2013-01-20,0,0,0,0,0,0
1,2013-01-21,9574,830,1,1,0,0
2,2013-01-22,8328,809,1,1,0,0
3,2013-01-23,7946,726,1,1,0,0
4,2013-01-24,6860,694,1,1,0,0
5,2013-01-25,6927,704,1,1,0,0
6,2013-01-26,3653,407,1,0,0,0
7,2013-01-27,0,0,0,0,0,0
1,2013-01-28,5335,643,1,0,0,0
2,2013-01-29,5280,585,1,0,0,0
3,2013-01-30,5228,533,1,0,0,0
4,2013-01-31,6253,608,1,0,0,0
5,2013-02-01,7324,728,1,0,0,0
6,2013-02-02,4729,469,1,0,0,0
7,2013-02-03,0,0,0,0,0,0
1,2013-02-04,11579,1005,1,1,0,0
2,2013-02-05,8882,855,1,1,0,0
3,2013-02-06,9320,909,1,1,0,0
4,2013-02-07,3649,388,1,1,0,0
5,2013-02-08,6591,624,1,1,0,0
6,2013-02-09,4149,439,1,0,0,0
7,2013-02-10,0,0,0,0,0,0
1,2013-02-11,2248,241,1,0,0,0
2,2013-02-12,7140,744,1,0,0,0
3,2013-02-13,5924,644,1,0,0,0
4,2013-02-14,6183,662,1,0,0,0
5,2013-02-15,5628,619,1,0,0,0
6,2013-02-16,4181,430,1,0,0,0
7,2013-02-17,0,0,0,0,0,0
1,2013-02-18,12414,1071,1,1,0,0
2,2013-02-19,8246,791,1,1,0,0
3,2013-02-20,7145,755,1,1,0,0
4,2013-02-21,6754,669,1,1,0,0
5,2013-02-22,7366,743,1,1,0,0
6,2013-02-23,4066,421,1,0,0,0
7,2013-02-24,0,0,0,0,0,0
1,2013-02-25,5127,576,1,0,0,0
2,2013-02-26,5339,615,1,0,0,0
3,2013-02-27,5519,610,1,0,0,0
4,2013-02-28,6355,691,1,0,0,0
5,2013-03-01,6638,689,1,0,0,0
6,2013-03-02,4363,472,1,0,0,0
7,2013-03-03,0,0,0,0,0,0
1,2013-03-04,12248,1037,1,1,0,0
2,2013-03-05,9448,886,1,1,0,0
3,2013-03-06,7774,761,1,1,0,0
4,2013-03-07,7843,795,1,1,0,0
5,2013-03-08,8017,838,1,1,0,0
6,2013-03-09,4160,421,1,0,0,0
7,2013-03-10,0,0,0,0,0,0
1,2013-03-11,5480,626,1,0,0,0
2,2013-03-12,4820,517,1,0,0,0
3,2013-03-13,5777,618,1,0,0,0
4,2013-03-14,5331,598,1,0,0,0
5,2013-03-15,5923,656,1,0,0,0
6,2013-03-16,4111,431,1,0,0,0
7,2013-03-17,0,0,0,0,0,0
1,2013-03-18,11531,975,1,1,0,0
2,2013-03-19,7731,718,1,1,0,0
3,2013-03-20,7069,643,1,1,0,0
4,2013-03-21,7393,706,1,1,0,0
5,2013-03-22,7740,788,1,1,0,0
6,2013-03-23,3585,393,1,0,0,0
7,2013-03-24,0,0,0,0,0,0
1,2013-03-25,10043,884,1,1,0,1
2,2013-03-26,8219,818,1,1,0,1
3,2013-03-27,8286,780,1,1,0,1
4,2013-03-28,10181,956,1,1,0,1
5,2013-03-29,0,0,0,1,b,1
6,2013-03-30,6127,597,1,0,0,0
7,2013-03-31,0,0,0,0,0,0
1,2013-04-01,0,0,0,0,b,1
2,2013-04-02,6995,751,1,0,0,1
3,2013-04-03,6056,630,1,0,0,1
4,2013-04-04,5941,648,1,0,0,1
5,2013-04-05,6180,679,1,0,0,1
6,2013-04-06,3897,423,1,0,0,0
7,2013-04-07,0,0,0,0,0,0
1,2013-04-08,10748,966,1,1,0,0
2,2013-04-09,8864,861,1,1,0,0
3,2013-04-10,7469,696,1,1,0,0
4,2013-04-11,7105,709,1,1,0,0
5,2013-04-12,7258,747,1,1,0,0
6,2013-04-13,4026,422,1,0,0,0
7,2013-04-14,0,0,0,0,0,0
1,2013-04-15,5859,649,1,0,0,0
2,2013-04-16,5966,675,1,0,0,0
3,2013-04-17,4953,571,1,0,0,0
4,2013-04-18,5102,582,1,0,0,0
5,2013-04-19,6065,677,1,0,0,0
6,2013-04-20,4030,437,1,0,0,0
7,2013-04-21,0,0,0,0,0,0
1,2013-04-22,10085,903,1,1,0,0
2,2013-04-23,8283,822,1,1,0,0
3,2013-04-24,6947,684,1,1,0,0
4,2013-04-25,6172,615,1,1,0,0
5,2013-04-26,7364,717,1,1,0,0
6,2013-04-27,4288,455,1,0,0,0
7,2013-04-28,0,0,0,0,0,0
1,2013-04-29,10497,909,1,1,0,0
2,2013-04-30,9706,941,1,1,0,0
3,2013-05-01,0,0,0,1,a,0
4,2013-05-02,9402,882,1,1,0,0
5,2013-05-03,8788,836,1,1,0,0
6,2013-05-04,5061,497,1,0,0,0
7,2013-05-05,0,0,0,0,0,0
1,2013-05-06,6678,712,1,0,0,0
2,2013-05-07,6914,697,1,0,0,0
3,2013-05-08,7606,753,1,0,0,0
4,2013-05-09,0,0,0,0,a,0
5,2013-05-10,7948,802,1,0,0,0
6,2013-05-11,4809,523,1,0,0,0
7,2013-05-12,0,0,0,0,0,0
1,2013-05-13,10284,929,1,1,0,0
2,2013-05-14,8649,826,1,1,0,0
3,2013-05-15,8126,770,1,1,0,0
4,2013-05-16,6539,620,1,1,0,0
5,2013-05-17,7808,792,1,1,0,0
6,2013-05-18,4497,477,1,0,0,0
7,2013-05-19,0,0,0,0,0,0
1,2013-05-20,0,0,0,0,a,0
2,2013-05-21,6917,721,1,0,0,1
3,2013-05-22,5297,569,1,0,0,0
4,2013-05-23,5613,609,1,0,0,0
5,2013-05-24,6088,698,1,0,0,0
6,2013-05-25,4255,442,1,0,0,0
7,2013-05-26,0,0,0,0,0,0
1,2013-05-27,10298,927,1,1,0,0
2,2013-05-28,9136,847,1,1,0,0
3,2013-05-29,8028,700,1,1,0,0
4,2013-05-30,0,0,0,1,a,0
5,2013-05-31,10870,987,1,1,0,0
6,2013-06-01,4652,468,1,0,0,0
7,2013-06-02,0,0,0,0,0,0
1,2013-06-03,10851,989,1,1,0,0
2,2013-06-04,8423,859,1,1,0,0
3,2013-06-05,7656,744,1,1,0,0
4,2013-06-06,6553,665,1,1,0,0
5,2013-06-07,7874,818,1,1,0,0
6,2013-06-08,4034,416,1,0,0,0
7,2013-06-09,0,0,0,0,0,0
1,2013-06-10,6566,684,1,0,0,0
2,2013-06-11,5956,644,1,0,0,0
3,2013-06-12,5628,611,1,0,0,0
4,2013-06-13,5080,549,1,0,0,0
5,2013-06-14,6420,728,1,0,0,0
6,2013-06-15,4227,435,1,0,0,0
7,2013-06-16,0,0,0,0,0,0
1,2013-06-17,10234,877,1,1,0,0
2,2013-06-18,8117,755,1,1,0,0
3,2013-06-19,6430,623,1,1,0,0
4,2013-06-20,6478,651,1,1,0,0
5,2013-06-21,8195,753,1,1,0,0
6,2013-06-22,4029,463,1,0,0,0
