@relation train-weka.filters.unsupervised.instance.RemoveWithValues-S255.0-Cfirst-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S254.0-Cfirst-Lfirst-last

@attribute DayOfWeek numeric
@attribute Date date yyyy-MM-dd
@attribute Sales numeric
@attribute Customers numeric
@attribute Open numeric
@attribute Promo numeric
@attribute StateHoliday string
@attribute SchoolHoliday numeric

@data
2,2013-01-01,0,0,0,0,a,1
3,2013-01-02,1816,192,1,0,0,1
4,2013-01-03,1668,179,1,0,0,1
5,2013-01-04,2540,244,1,0,0,1
6,2013-01-05,2811,270,1,0,0,0
7,2013-01-06,0,0,0,0,0,0
1,2013-01-07,3414,296,1,1,0,0
2,2013-01-08,2553,234,1,1,0,0
3,2013-01-09,2633,233,1,1,0,0
4,2013-01-10,2701,233,1,1,0,0
5,2013-01-11,3097,265,1,1,0,0
6,2013-01-12,2673,280,1,0,0,0
7,2013-01-13,0,0,0,0,0,0
1,2013-01-14,1674,185,1,0,0,0
2,2013-01-15,1376,139,1,0,0,0
3,2013-01-16,1482,149,1,0,0,0
4,2013-01-17,1951,201,1,0,0,0
5,2013-01-18,2494,233,1,0,0,0
6,2013-01-19,2796,259,1,0,0,0
7,2013-01-20,0,0,0,0,0,0
1,2013-01-21,3296,256,1,1,0,0
2,2013-01-22,2744,239,1,1,0,0
3,2013-01-23,2671,222,1,1,0,0
4,2013-01-24,2578,228,1,1,0,0
5,2013-01-25,2827,270,1,1,0,0
6,2013-01-26,3269,313,1,0,0,0
7,2013-01-27,0,0,0,0,0,0
1,2013-01-28,1387,164,1,0,0,0
2,2013-01-29,1644,178,1,0,0,0
3,2013-01-30,1730,160,1,0,0,0
4,2013-01-31,2133,208,1,0,0,0
5,2013-02-01,2868,231,1,0,0,0
6,2013-02-02,3519,300,1,0,0,0
7,2013-02-03,0,0,0,0,0,0
1,2013-02-04,3322,277,1,1,0,0
2,2013-02-05,3160,267,1,1,0,0
3,2013-02-06,2918,266,1,1,0,0
4,2013-02-07,1983,196,1,1,0,0
5,2013-02-08,2641,246,1,1,0,0
6,2013-02-09,3181,309,1,0,0,0
7,2013-02-10,0,0,0,0,0,0
1,2013-02-11,582,64,1,0,0,0
2,2013-02-12,1638,167,1,0,0,0
3,2013-02-13,1660,177,1,0,0,0
4,2013-02-14,2311,217,1,0,0,0
5,2013-02-15,2191,229,1,0,0,0
6,2013-02-16,3229,303,1,0,0,0
7,2013-02-17,0,0,0,0,0,0
1,2013-02-18,2921,241,1,1,0,0
2,2013-02-19,2712,242,1,1,0,0
3,2013-02-20,2510,225,1,1,0,0
4,2013-02-21,2770,228,1,1,0,0
5,2013-02-22,3051,270,1,1,0,0
6,2013-02-23,2710,264,1,0,0,0
7,2013-02-24,0,0,0,0,0,0
1,2013-02-25,1343,158,1,0,0,0
2,2013-02-26,1902,182,1,0,0,0
