@relation train-weka.filters.unsupervised.instance.RemoveWithValues-S898.0-Cfirst-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S897.0-Cfirst-Lfirst-last

@attribute DayOfWeek numeric
@attribute Date date yyyy-MM-dd
@attribute Sales numeric
@attribute Customers numeric
@attribute Open numeric
@attribute Promo numeric
@attribute StateHoliday string
@attribute SchoolHoliday numeric

@data
2,2013-01-01,0,0,0,0,a,1
3,2013-01-02,2581,314,1,0,0,1
4,2013-01-03,2611,330,1,0,0,1
5,2013-01-04,2348,313,1,0,0,1
6,2013-01-05,2872,397,1,0,0,0
7,2013-01-06,0,0,0,0,0,0
1,2013-01-07,2522,290,1,1,0,0
2,2013-01-08,2527,308,1,1,0,0
3,2013-01-09,2399,284,1,1,0,0
4,2013-01-10,2583,280,1,1,0,0
5,2013-01-11,3073,335,1,1,0,0
6,2013-01-12,2985,383,1,0,0,0
7,2013-01-13,0,0,0,0,0,0
1,2013-01-14,1714,234,1,0,0,0
2,2013-01-15,1517,187,1,0,0,0
3,2013-01-16,1917,229,1,0,0,0
4,2013-01-17,2153,219,1,0,0,0
5,2013-01-18,2534,319,1,0,0,0
6,2013-01-19,3123,405,1,0,0,0
7,2013-01-20,0,0,0,0,0,0
1,2013-01-21,2165,244,1,1,0,0
2,2013-01-22,2262,265,1,1,0,0
3,2013-01-23,2753,292,1,1,0,0
4,2013-01-24,2610,308,1,1,0,0
5,2013-01-25,3679,334,1,1,0,0
6,2013-01-26,3296,429,1,0,0,0
7,2013-01-27,0,0,0,0,0,0
1,2013-01-28,1836,243,1,0,0,0
2,2013-01-29,1557,210,1,0,0,0
3,2013-01-30,2566,246,1,0,0,0
4,2013-01-31,2639,325,1,0,0,0
5,2013-02-01,3432,348,1,0,0,0
6,2013-02-02,4211,462,1,0,0,0
7,2013-02-03,0,0,0,0,0,0
1,2013-02-04,5025,379,1,1,0,0
2,2013-02-05,2845,278,1,1,0,0
3,2013-02-06,2303,267,1,1,0,0
4,2013-02-07,3713,319,1,1,0,0
5,2013-02-08,3422,378,1,1,0,0
6,2013-02-09,3375,438,1,0,0,0
7,2013-02-10,0,0,0,0,0,0
1,2013-02-11,2310,302,1,0,0,0
2,2013-02-12,1873,229,1,0,0,0
3,2013-02-13,2390,280,1,0,0,0
4,2013-02-14,2488,290,1,0,0,0
5,2013-02-15,1746,239,1,0,0,0
6,2013-02-16,3991,449,1,0,0,0
7,2013-02-17,0,0,0,0,0,0
1,2013-02-18,3033,311,1,1,0,0
2,2013-02-19,2447,251,1,1,0,0
3,2013-02-20,2902,306,1,1,0,0
4,2013-02-21,2789,316,1,1,0,0
5,2013-02-22,3310,348,1,1,0,0
6,2013-02-23,3392,400,1,0,0,0
7,2013-02-24,0,0,0,0,0,0
1,2013-02-25,1538,208,1,0,0,0
2,2013-02-26,2111,240,1,0,0,0
3,2013-02-27,2099,245,1,0,0,0
4,2013-02-28,2657,284,1,0,0,0
5,2013-03-01,2809,342,1,0,0,0
6,2013-03-02,3562,426,1,0,0,0
7,2013-03-03,0,0,0,0,0,0
1,2013-03-04,4271,327,1,1,0,0
2,2013-03-05,2931,298,1,1,0,0
3,2013-03-06,2814,284,1,1,0,0
4,2013-03-07,2862,316,1,1,0,0
5,2013-03-08,3350,383,1,1,0,0
6,2013-03-09,4930,447,1,0,0,0
7,2013-03-10,0,0,0,0,0,0
1,2013-03-11,2304,283,1,0,0,0
2,2013-03-12,1095,137,1,0,0,0
3,2013-03-13,2115,246,1,0,0,0
4,2013-03-14,2122,239,1,0,0,0
5,2013-03-15,2928,345,1,0,0,0
6,2013-03-16,3811,442,1,0,0,0
7,2013-03-17,0,0,0,0,0,0
1,2013-03-18,3226,351,1,1,0,0
2,2013-03-19,4301,322,1,1,0,0
3,2013-03-20,2681,287,1,1,0,1
4,2013-03-21,2782,298,1,1,0,1
5,2013-03-22,3131,357,1,1,0,1
6,2013-03-23,3805,464,1,0,0,0
7,2013-03-24,0,0,0,0,0,0
1,2013-03-25,3766,374,1,1,0,1
2,2013-03-26,2918,330,1,1,0,1
3,2013-03-27,5841,429,1,1,0,1
4,2013-03-28,7206,544,1,1,0,1
5,2013-03-29,0,0,0,1,b,1
6,2013-03-30,5667,635,1,0,0,0
7,2013-03-31,0,0,0,0,0,0
1,2013-04-01,0,0,0,0,b,1
2,2013-04-02,3397,318,1,0,0,1
3,2013-04-03,2317,306,1,0,0,1
4,2013-04-04,2218,266,1,0,0,1
5,2013-04-05,2238,289,1,0,0,1
6,2013-04-06,3972,487,1,0,0,0
7,2013-04-07,0,0,0,0,0,0
1,2013-04-08,4604,352,1,1,0,0
2,2013-04-09,4003,340,1,1,0,0
3,2013-04-10,2438,281,1,1,0,0
4,2013-04-11,3355,298,1,1,0,0
5,2013-04-12,3334,381,1,1,0,0
6,2013-04-13,3529,411,1,0,0,0
7,2013-04-14,0,0,0,0,0,0
1,2013-04-15,1816,228,1,0,0,0
2,2013-04-16,2179,182,1,0,0,0
3,2013-04-17,1292,192,1,0,0,0
4,2013-04-18,1906,230,1,0,0,0
5,2013-04-19,2240,293,1,0,0,0
6,2013-04-20,6358,388,1,0,0,0
7,2013-04-21,0,0,0,0,0,0
1,2013-04-22,3334,292,1,1,0,0
2,2013-04-23,2718,269,1,1,0,0
3,2013-04-24,2333,277,1,1,0,0
4,2013-04-25,11805,244,1,1,0,0
5,2013-04-26,3184,340,1,1,0,0
6,2013-04-27,3698,443,1,0,0,0
7,2013-04-28,0,0,0,0,0,0
1,2013-04-29,3051,311,1,1,0,0
2,2013-04-30,4591,395,1,1,0,0
3,2013-05-01,0,0,0,1,a,0
4,2013-05-02,3067,342,1,1,0,0
5,2013-05-03,3942,379,1,1,0,0
6,2013-05-04,3781,424,1,0,0,0
7,2013-05-05,0,0,0,0,0,0
1,2013-05-06,1892,231,1,0,0,0
2,2013-05-07,2641,291,1,0,0,0
3,2013-05-08,17148,319,1,0,0,0
4,2013-05-09,0,0,0,0,a,0
5,2013-05-10,3432,394,1,0,0,0
6,2013-05-11,7285,435,1,0,0,0
7,2013-05-12,0,0,0,0,0,0
1,2013-05-13,3509,306,1,1,0,0
2,2013-05-14,2229,239,1,1,0,0
3,2013-05-15,2727,265,1,1,0,0
4,2013-05-16,2786,303,1,1,0,0
5,2013-05-17,3241,360,1,1,0,0
6,2013-05-18,2707,340,1,0,0,0
7,2013-05-19,0,0,0,0,0,0
1,2013-05-20,0,0,0,0,a,0
2,2013-05-21,0,0,0,0,0,0
3,2013-05-22,1452,189,1,0,0,0
4,2013-05-23,1992,256,1,0,0,0
5,2013-05-24,2591,292,1,0,0,0
6,2013-05-25,2728,338,1,0,0,0
7,2013-05-26,0,0,0,0,0,0
1,2013-05-27,2462,259,1,1,0,0
2,2013-05-28,2326,266,1,1,0,0
3,2013-05-29,3748,394,1,1,0,0
4,2013-05-30,0,0,0,1,a,0
5,2013-05-31,5045,490,1,1,0,0
6,2013-06-01,3209,405,1,0,0,0
7,2013-06-02,0,0,0,0,0,0
1,2013-06-03,2818,307,1,1,0,0
2,2013-06-04,2161,227,1,1,0,0
3,2013-06-05,2396,223,1,1,0,0
4,2013-06-06,3270,229,1,1,0,0
5,2013-06-07,3552,320,1,1,0,0
6,2013-06-08,2584,347,1,0,0,0
7,2013-06-09,0,0,0,0,0,0
1,2013-06-10,2030,237,1,0,0,0
2,2013-06-11,3032,248,1,0,0,0
3,2013-06-12,1804,236,1,0,0,0
4,2013-06-13,2108,219,1,0,0,0
5,2013-06-14,2741,319,1,0,0,0
6,2013-06-15,8529,329,1,0,0,0
7,2013-06-16,0,0,0,0,0,0
1,2013-06-17,3083,304,1,1,0,0
2,2013-06-18,2329,256,1,1,0,0
3,2013-06-19,9687,238,1,1,0,0
4,2013-06-20,2878,300,1,1,0,0
5,2013-06-21,4657,346,1,1,0,0
6,2013-06-22,2946,360,1,0,0,0
7,2013-06-23,0,0,0,0,0,0
1,2013-06-24,3778,304,1,0,0,0
2,2013-06-25,2159,225,1,0,0,0
3,2013-06-26,2042,227,1,0,0,0
4,2013-06-27,1963,244,1,0,0,0
5,2013-06-28,3018,347,1,0,0,0
6,2013-06-29,3480,408,1,0,0,0
7,2013-06-30,0,0,0,0,0,0
1,2013-07-01,3320,318,1,1,0,0
2,2013-07-02,2856,276,1,1,0,0
3,2013-07-03,3164,307,1,1,0,0
4,2013-07-04,2398,276,1,1,0,0
5,2013-07-05,3785,332,1,1,0,0
6,2013-07-06,2502,316,1,0,0,0
7,2013-07-07,0,0,0,0,0,0
1,2013-07-08,2147,233,1,0,0,1
2,2013-07-09,1595,210,1,0,0,1
3,2013-07-10,2045,237,1,0,0,1
4,2013-07-11,2385,276,1,0,0,1
5,2013-07-12,1943,263,1,0,0,1
6,2013-07-13,2880,319,1,0,0,0
7,2013-07-14,0,0,0,0,0,0
1,2013-07-15,4109,378,1,1,0,1
2,2013-07-16,4783,312,1,1,0,1
3,2013-07-17,2700,293,1,1,0,1
4,2013-07-18,2874,324,1,1,0,1
5,2013-07-19,3321,356,1,1,0,1
6,2013-07-20,2881,347,1,0,0,0
7,2013-07-21,0,0,0,0,0,0
1,2013-07-22,2069,256,1,0,0,1
2,2013-07-23,2194,265,1,0,0,1
3,2013-07-24,4073,314,1,0,0,1
4,2013-07-25,3950,284,1,0,0,1
5,2013-07-26,4201,326,1,0,0,1
6,2013-07-27,3016,325,1,0,0,0
7,2013-07-28,0,0,0,0,0,0
1,2013-07-29,4805,432,1,1,0,1
2,2013-07-30,4603,325,1,1,0,1
3,2013-07-31,5236,410,1,1,0,1
4,2013-08-01,2936,329,1,1,0,1
5,2013-08-02,3094,354,1,1,0,1
6,2013-08-03,3122,335,1,0,0,0
7,2013-08-04,0,0,0,0,0,0
1,2013-08-05,3517,283,1,0,0,1
2,2013-08-06,4538,257,1,0,0,1
3,2013-08-07,4482,310,1,0,0,1
4,2013-08-08,4401,291,1,0,0,1
5,2013-08-09,4091,340,1,0,0,1
6,2013-08-10,3689,328,1,0,0,0
7,2013-08-11,0,0,0,0,0,0
1,2013-08-12,6039,402,1,1,0,1
2,2013-08-13,5018,358,1,1,0,1
3,2013-08-14,4738,339,1,1,0,1
4,2013-08-15,4339,334,1,1,0,1
5,2013-08-16,17649,386,1,1,0,1
6,2013-08-17,3659,346,1,0,0,0
7,2013-08-18,0,0,0,0,0,0
1,2013-08-19,5966,320,1,0,0,0
2,2013-08-20,3276,227,1,0,0,0
3,2013-08-21,3095,232,1,0,0,0
4,2013-08-22,2885,234,1,0,0,0
5,2013-08-23,3691,311,1,0,0,0
6,2013-08-24,3065,352,1,0,0,0
7,2013-08-25,0,0,0,0,0,0
1,2013-08-26,4315,392,1,1,0,0
2,2013-08-27,2861,296,1,1,0,0
3,2013-08-28,3986,303,1,1,0,0
4,2013-08-29,3972,297,1,1,0,0
5,2013-08-30,5146,387,1,1,0,0
6,2013-08-31,4023,403,1,0,0,0
7,2013-09-01,0,0,0,0,0,0
1,2013-09-02,16954,261,1,0,0,0
2,2013-09-03,2878,214,1,0,0,0
3,2013-09-04,1659,221,1,0,0,0
4,2013-09-05,3062,249,1,0,0,0
5,2013-09-06,2695,259,1,0,0,0
6,2013-09-07,3519,346,1,0,0,0
7,2013-09-08,0,0,0,0,0,0
1,2013-09-09,3831,363,1,1,0,0
2,2013-09-10,3416,300,1,1,0,0
3,2013-09-11,3599,330,1,1,0,0
4,2013-09-12,3288,362,1,1,0,0
5,2013-09-13,3462,351,1,1,0,0
6,2013-09-14,7669,438,1,0,0,0
7,2013-09-15,0,0,0,0,0,0
1,2013-09-16,2727,258,1,0,0,0
2,2013-09-17,11166,216,1,0,0,0
3,2013-09-18,1836,241,1,0,0,0
4,2013-09-19,2532,246,1,0,0,0
5,2013-09-20,2208,294,1,0,0,0
6,2013-09-21,4403,350,1,0,0,0
7,2013-09-22,0,0,0,0,0,0
1,2013-09-23,2447,271,1,1,0,0
2,2013-09-24,3203,274,1,1,0,0
3,2013-09-25,2840,261,1,1,0,0
4,2013-09-26,2618,285,1,1,0,0
5,2013-09-27,3495,359,1,1,0,0
6,2013-09-28,2646,327,1,0,0,0
7,2013-09-29,0,0,0,0,0,0
1,2013-09-30,2333,287,1,0,0,0
2,2013-10-01,2391,276,1,0,0,0
3,2013-10-02,20167,467,1,0,0,0
4,2013-10-03,0,0,0,0,a,0
5,2013-10-04,3195,392,1,0,0,1
6,2013-10-05,3740,437,1,0,0,0
7,2013-10-06,0,0,0,0,0,0
1,2013-10-07,4178,381,1,1,0,1
2,2013-10-08,3176,328,1,1,0,1
3,2013-10-09,3869,303,1,1,0,1
4,2013-10-10,2539,287,1,1,0,1
5,2013-10-11,16092,402,1,1,0,1
6,2013-10-12,2792,348,1,0,0,0
7,2013-10-13,0,0,0,0,0,0
1,2013-10-14,2673,287,1,0,0,1
2,2013-10-15,2246,233,1,0,0,1
3,2013-10-16,2218,239,1,0,0,1
4,2013-10-17,2043,263,1,0,0,1
5,2013-10-18,1997,271,1,0,0,1
6,2013-10-19,16558,331,1,0,0,0
