@relation train-weka.filters.unsupervised.instance.RemoveWithValues-S932.0-Cfirst-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S931.0-Cfirst-Lfirst-last

@attribute DayOfWeek numeric
@attribute Date date yyyy-MM-dd
@attribute Sales numeric
@attribute Customers numeric
@attribute Open numeric
@attribute Promo numeric
@attribute StateHoliday string
@attribute SchoolHoliday numeric

@data
2,2013-01-01,0,0,0,0,a,1
3,2013-01-02,3574,476,1,0,0,1
4,2013-01-03,3047,431,1,0,0,1
5,2013-01-04,2525,324,1,0,0,1
6,2013-01-05,2341,277,1,0,0,0
7,2013-01-06,0,0,0,0,0,0
1,2013-01-07,4318,426,1,1,0,0
2,2013-01-08,3883,408,1,1,0,0
3,2013-01-09,2898,323,1,1,0,0
4,2013-01-10,4247,482,1,1,0,0
5,2013-01-11,3147,362,1,1,0,0
6,2013-01-12,2053,227,1,0,0,0
7,2013-01-13,0,0,0,0,0,0
1,2013-01-14,2507,307,1,0,0,0
2,2013-01-15,2392,323,1,0,0,0
3,2013-01-16,2561,316,1,0,0,0
4,2013-01-17,3014,378,1,0,0,0
5,2013-01-18,2513,340,1,0,0,0
6,2013-01-19,1838,228,1,0,0,0
7,2013-01-20,0,0,0,0,0,0
1,2013-01-21,3453,408,1,1,0,0
2,2013-01-22,3479,358,1,1,0,0
3,2013-01-23,3031,326,1,1,0,0
4,2013-01-24,3519,451,1,1,0,0
5,2013-01-25,2904,362,1,1,0,0
6,2013-01-26,1613,204,1,0,0,0
7,2013-01-27,0,0,0,0,0,0
1,2013-01-28,2575,356,1,0,0,0
2,2013-01-29,2384,315,1,0,0,0
3,2013-01-30,2646,299,1,0,0,0
4,2013-01-31,3262,384,1,0,0,0
5,2013-02-01,2930,362,1,0,0,0
6,2013-02-02,2198,260,1,0,0,0
7,2013-02-03,0,0,0,0,0,0
1,2013-02-04,4213,445,1,1,0,0
2,2013-02-05,3531,348,1,1,0,0
3,2013-02-06,3375,389,1,1,0,0
4,2013-02-07,3184,378,1,1,0,0
5,2013-02-08,3450,381,1,1,0,0
6,2013-02-09,2144,238,1,0,0,0
7,2013-02-10,0,0,0,0,0,0
1,2013-02-11,3144,413,1,0,0,0
2,2013-02-12,2170,295,1,0,0,0
3,2013-02-13,2523,328,1,0,0,0
4,2013-02-14,3429,501,1,0,0,0
5,2013-02-15,2825,346,1,0,0,0
6,2013-02-16,1621,217,1,0,0,0
7,2013-02-17,0,0,0,0,0,0
1,2013-02-18,4150,440,1,1,0,0
2,2013-02-19,4227,433,1,1,0,0
3,2013-02-20,3602,380,1,1,0,0
4,2013-02-21,3874,458,1,1,0,0
5,2013-02-22,3107,354,1,1,0,0
6,2013-02-23,1457,201,1,0,0,0
7,2013-02-24,0,0,0,0,0,0
1,2013-02-25,2302,341,1,0,0,0
2,2013-02-26,2153,303,1,0,0,0
3,2013-02-27,2815,352,1,0,0,0
4,2013-02-28,3410,415,1,0,0,0
5,2013-03-01,2676,394,1,0,0,0
6,2013-03-02,2075,230,1,0,0,0
7,2013-03-03,0,0,0,0,0,0
1,2013-03-04,5028,514,1,1,0,0
2,2013-03-05,4269,501,1,1,0,0
3,2013-03-06,3869,451,1,1,0,0
4,2013-03-07,3909,473,1,1,0,0
5,2013-03-08,3459,382,1,1,0,0
6,2013-03-09,1993,232,1,0,0,0
7,2013-03-10,0,0,0,0,0,0
1,2013-03-11,2718,335,1,0,0,0
2,2013-03-12,3224,385,1,0,0,0
3,2013-03-13,2269,296,1,0,0,0
4,2013-03-14,3430,441,1,0,0,0
5,2013-03-15,3299,430,1,0,0,0
6,2013-03-16,2127,233,1,0,0,0
7,2013-03-17,0,0,0,0,0,0
1,2013-03-18,3502,330,1,1,0,0
2,2013-03-19,3835,359,1,1,0,0
3,2013-03-20,3497,345,1,1,0,0
4,2013-03-21,4221,485,1,1,0,0
5,2013-03-22,3789,405,1,1,0,0
6,2013-03-23,2340,249,1,0,0,0
7,2013-03-24,863,135,1,0,0,0
1,2013-03-25,5180,536,1,1,0,1
2,2013-03-26,5145,493,1,1,0,1
3,2013-03-27,5107,502,1,1,0,1
4,2013-03-28,5371,614,1,1,0,1
5,2013-03-29,0,0,0,1,b,1
6,2013-03-30,4510,458,1,0,0,0
7,2013-03-31,1214,199,1,0,0,0
1,2013-04-01,1509,233,1,0,b,1
2,2013-04-02,4244,562,1,0,0,1
3,2013-04-03,3308,448,1,0,0,1
4,2013-04-04,3800,524,1,0,0,1
5,2013-04-05,3107,416,1,0,0,1
6,2013-04-06,1999,251,1,0,0,0
7,2013-04-07,934,144,1,0,0,0
1,2013-04-08,4799,537,1,1,0,1
2,2013-04-09,3713,466,1,1,0,1
3,2013-04-10,3143,330,1,1,0,0
4,2013-04-11,3527,441,1,1,0,0
5,2013-04-12,3771,413,1,1,0,0
6,2013-04-13,1893,228,1,0,0,0
7,2013-04-14,1241,190,1,0,0,0
1,2013-04-15,2436,377,1,0,0,0
2,2013-04-16,2555,362,1,0,0,0
3,2013-04-17,2428,357,1,0,0,0
4,2013-04-18,3410,507,1,0,0,0
5,2013-04-19,2768,381,1,0,0,0
6,2013-04-20,1916,270,1,0,0,0
7,2013-04-21,1066,173,1,0,0,0
1,2013-04-22,4199,462,1,1,0,0
2,2013-04-23,3481,420,1,1,0,0
3,2013-04-24,2861,352,1,1,0,0
4,2013-04-25,3374,454,1,1,0,0
5,2013-04-26,3415,379,1,1,0,0
6,2013-04-27,1921,244,1,0,0,0
7,2013-04-28,1202,176,1,0,0,0
1,2013-04-29,3880,448,1,1,0,0
2,2013-04-30,4541,501,1,1,0,0
3,2013-05-01,0,0,0,1,a,0
4,2013-05-02,5615,662,1,1,0,0
5,2013-05-03,4023,527,1,1,0,0
6,2013-05-04,2354,312,1,0,0,0
7,2013-05-05,1570,206,1,0,0,0
1,2013-05-06,4022,506,1,0,0,0
2,2013-05-07,4019,524,1,0,0,0
3,2013-05-08,3773,489,1,0,0,0
4,2013-05-09,1171,180,1,0,a,0
5,2013-05-10,5417,661,1,0,0,1
6,2013-05-11,2608,356,1,0,0,0
7,2013-05-12,1120,183,1,0,0,0
1,2013-05-13,4112,485,1,1,0,0
2,2013-05-14,4157,480,1,1,0,0
3,2013-05-15,3961,481,1,1,0,0
4,2013-05-16,4143,552,1,1,0,0
5,2013-05-17,3698,525,1,1,0,0
6,2013-05-18,2736,394,1,0,0,0
7,2013-05-19,1661,277,1,0,0,0
1,2013-05-20,1922,292,1,0,a,0
2,2013-05-21,2920,376,1,0,0,0
3,2013-05-22,2851,362,1,0,0,0
4,2013-05-23,3901,542,1,0,0,0
5,2013-05-24,3102,464,1,0,0,0
6,2013-05-25,1650,215,1,0,0,0
7,2013-05-26,1194,209,1,0,0,0
1,2013-05-27,4298,523,1,1,0,0
2,2013-05-28,4352,525,1,1,0,0
3,2013-05-29,3962,425,1,1,0,0
4,2013-05-30,4672,613,1,1,0,0
5,2013-05-31,4855,587,1,1,0,0
6,2013-06-01,2473,336,1,0,0,0
7,2013-06-02,1506,194,1,0,0,0
1,2013-06-03,4286,542,1,1,0,0
2,2013-06-04,4016,527,1,1,0,0
3,2013-06-05,4428,514,1,1,0,0
4,2013-06-06,4369,614,1,1,0,0
5,2013-06-07,3837,554,1,1,0,0
6,2013-06-08,2959,460,1,0,0,0
7,2013-06-09,2222,284,1,0,0,0
1,2013-06-10,3617,465,1,0,0,0
2,2013-06-11,3910,512,1,0,0,0
3,2013-06-12,3147,459,1,0,0,0
4,2013-06-13,3554,520,1,0,0,0
5,2013-06-14,3823,534,1,0,0,0
6,2013-06-15,3262,436,1,0,0,0
7,2013-06-16,2230,293,1,0,0,0
1,2013-06-17,5142,537,1,1,0,0
2,2013-06-18,3899,529,1,1,0,0
3,2013-06-19,3530,497,1,1,0,0
4,2013-06-20,4380,598,1,1,0,0
5,2013-06-21,4435,524,1,1,0,0
6,2013-06-22,3091,432,1,0,0,0
7,2013-06-23,2035,279,1,0,0,0
1,2013-06-24,4130,538,1,0,0,1
2,2013-06-25,4005,556,1,0,0,1
3,2013-06-26,3331,489,1,0,0,1
4,2013-06-27,4344,625,1,0,0,1
5,2013-06-28,4490,585,1,0,0,1
6,2013-06-29,3306,464,1,0,0,0
7,2013-06-30,2584,333,1,0,0,0
1,2013-07-01,5034,634,1,1,0,1
2,2013-07-02,4703,608,1,1,0,1
3,2013-07-03,4726,560,1,1,0,1
4,2013-07-04,5651,720,1,1,0,1
5,2013-07-05,4778,604,1,1,0,1
6,2013-07-06,4023,569,1,0,0,0
7,2013-07-07,3087,508,1,0,0,0
1,2013-07-08,4553,684,1,0,0,1
2,2013-07-09,4283,638,1,0,0,1
3,2013-07-10,3871,580,1,0,0,1
4,2013-07-11,5168,686,1,0,0,1
5,2013-07-12,3991,607,1,0,0,1
6,2013-07-13,4224,629,1,0,0,0
7,2013-07-14,3666,565,1,0,0,0
1,2013-07-15,6677,749,1,1,0,1
2,2013-07-16,4894,663,1,1,0,1
3,2013-07-17,4966,671,1,1,0,1
4,2013-07-18,5385,781,1,1,0,1
5,2013-07-19,5847,707,1,1,0,1
6,2013-07-20,3974,649,1,0,0,0
7,2013-07-21,3303,583,1,0,0,0
1,2013-07-22,5152,783,1,0,0,1
2,2013-07-23,5231,758,1,0,0,1
3,2013-07-24,5404,807,1,0,0,1
4,2013-07-25,5238,808,1,0,0,1
5,2013-07-26,4798,689,1,0,0,1
6,2013-07-27,4566,729,1,0,0,0
7,2013-07-28,3633,590,1,0,0,0
1,2013-07-29,7195,826,1,1,0,1
2,2013-07-30,6624,777,1,1,0,1
3,2013-07-31,6283,812,1,1,0,1
4,2013-08-01,6525,863,1,1,0,1
5,2013-08-02,5025,735,1,1,0,1
6,2013-08-03,4493,683,1,0,0,0
7,2013-08-04,3375,535,1,0,0,0
1,2013-08-05,6155,809,1,0,0,0
2,2013-08-06,6202,787,1,0,0,0
3,2013-08-07,5242,767,1,0,0,0
4,2013-08-08,5137,738,1,0,0,0
5,2013-08-09,4451,629,1,0,0,0
6,2013-08-10,3880,579,1,0,0,0
7,2013-08-11,3251,443,1,0,0,0
1,2013-08-12,6191,752,1,1,0,0
2,2013-08-13,5333,642,1,1,0,0
3,2013-08-14,4996,689,1,1,0,0
4,2013-08-15,5255,750,1,1,0,0
5,2013-08-16,4486,637,1,1,0,0
6,2013-08-17,3716,570,1,0,0,0
7,2013-08-18,2751,411,1,0,0,0
1,2013-08-19,4147,610,1,0,0,0
2,2013-08-20,4240,610,1,0,0,0
3,2013-08-21,3508,547,1,0,0,0
4,2013-08-22,4559,671,1,0,0,0
5,2013-08-23,4543,635,1,0,0,0
6,2013-08-24,3990,626,1,0,0,0
7,2013-08-25,2737,475,1,0,0,0
1,2013-08-26,5122,630,1,1,0,0
2,2013-08-27,4616,610,1,1,0,0
3,2013-08-28,4260,577,1,1,0,0
4,2013-08-29,4676,649,1,1,0,0
5,2013-08-30,4961,614,1,1,0,0
6,2013-08-31,3433,464,1,0,0,0
7,2013-09-01,1642,202,1,0,0,0
1,2013-09-02,3393,421,1,0,0,0
2,2013-09-03,3077,473,1,0,0,0
3,2013-09-04,3430,442,1,0,0,0
4,2013-09-05,3703,586,1,0,0,0
5,2013-09-06,3315,497,1,0,0,0
6,2013-09-07,2338,317,1,0,0,0
7,2013-09-08,1450,227,1,0,0,0
1,2013-09-09,4349,426,1,1,0,0
2,2013-09-10,4818,521,1,1,0,0
3,2013-09-11,4334,524,1,1,0,0
4,2013-09-12,4160,557,1,1,0,0
5,2013-09-13,3793,515,1,1,0,0
6,2013-09-14,2101,270,1,0,0,0
7,2013-09-15,1648,250,1,0,0,0
1,2013-09-16,2924,407,1,0,0,0
2,2013-09-17,3171,423,1,0,0,0
3,2013-09-18,2804,408,1,0,0,0
4,2013-09-19,3515,509,1,0,0,0
5,2013-09-20,3112,437,1,0,0,0
6,2013-09-21,1988,269,1,0,0,0
7,2013-09-22,1272,190,1,0,0,0
1,2013-09-23,4345,497,1,1,0,0
2,2013-09-24,3817,449,1,1,0,0
3,2013-09-25,3529,432,1,1,0,0
4,2013-09-26,4561,561,1,1,0,0
5,2013-09-27,3967,448,1,1,0,0
6,2013-09-28,2267,289,1,0,0,0
7,2013-09-29,1229,185,1,0,0,0
1,2013-09-30,4438,510,1,0,0,0
2,2013-10-01,3558,448,1,0,0,0
3,2013-10-02,3810,504,1,0,0,0
4,2013-10-03,1314,198,1,0,a,0
5,2013-10-04,4527,526,1,0,0,1
6,2013-10-05,1836,252,1,0,0,0
7,2013-10-06,1197,161,1,0,0,0
1,2013-10-07,4602,533,1,1,0,1
2,2013-10-08,3782,480,1,1,0,1
3,2013-10-09,3277,407,1,1,0,1
4,2013-10-10,4541,514,1,1,0,1
5,2013-10-11,3730,431,1,1,0,1
6,2013-10-12,1905,238,1,0,0,0
7,2013-10-13,1186,185,1,0,0,0
1,2013-10-14,3327,442,1,0,0,1
2,2013-10-15,2638,346,1,0,0,1
3,2013-10-16,3052,397,1,0,0,1
4,2013-10-17,3016,397,1,0,0,1
5,2013-10-18,3041,406,1,0,0,1
6,2013-10-19,1760,223,1,0,0,0
7,2013-10-20,1322,206,1,0,0,0
1,2013-10-21,4281,461,1,1,0,0
2,2013-10-22,3777,485,1,1,0,0
3,2013-10-23,3511,410,1,1,0,0
4,2013-10-24,4125,514,1,1,0,0
5,2013-10-25,3397,411,1,1,0,0
6,2013-10-26,1750,241,1,0,0,0
7,2013-10-27,998,126,1,0,0,0
1,2013-10-28,2143,260,1,0,0,0
2,2013-10-29,2803,374,1,0,0,0
3,2013-10-30,3000,384,1,0,0,0
4,2013-10-31,3926,531,1,0,0,0
