@relation train-weka.filters.unsupervised.instance.RemoveWithValues-S492.0-Cfirst-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S491.0-Cfirst-Lfirst-last

@attribute DayOfWeek numeric
@attribute Date date yyyy-MM-dd
@attribute Sales numeric
@attribute Customers numeric
@attribute Open numeric
@attribute Promo numeric
@attribute StateHoliday string
@attribute SchoolHoliday numeric

@data
2,2013-01-01,0,0,0,0,a,1
3,2013-01-02,4774,437,1,0,0,1
4,2013-01-03,4885,407,1,0,0,1
5,2013-01-04,4685,440,1,0,0,1
6,2013-01-05,5815,508,1,0,0,0
7,2013-01-06,0,0,0,0,a,0
1,2013-01-07,8615,584,1,1,0,0
2,2013-01-08,6804,480,1,1,0,0
3,2013-01-09,5899,446,1,1,0,0
4,2013-01-10,5356,487,1,1,0,0
5,2013-01-11,5582,467,1,1,0,0
6,2013-01-12,5937,475,1,0,0,0
7,2013-01-13,0,0,0,0,0,0
1,2013-01-14,4375,416,1,0,0,0
2,2013-01-15,4029,367,1,0,0,0
3,2013-01-16,3959,380,1,0,0,0
4,2013-01-17,2989,285,1,0,0,0
5,2013-01-18,4412,399,1,0,0,0
6,2013-01-19,6070,537,1,0,0,0
7,2013-01-20,0,0,0,0,0,0
1,2013-01-21,6294,465,1,1,0,0
2,2013-01-22,6540,520,1,1,0,0
3,2013-01-23,5467,461,1,1,0,0
4,2013-01-24,5579,453,1,1,0,0
5,2013-01-25,5618,462,1,1,0,0
6,2013-01-26,5980,517,1,0,0,0
7,2013-01-27,0,0,0,0,0,0
1,2013-01-28,4895,442,1,0,0,0
2,2013-01-29,3550,313,1,0,0,0
3,2013-01-30,4403,357,1,0,0,0
4,2013-01-31,4841,397,1,0,0,0
5,2013-02-01,4976,401,1,0,0,0
6,2013-02-02,6426,540,1,0,0,0
7,2013-02-03,0,0,0,0,0,0
1,2013-02-04,8716,602,1,1,0,0
2,2013-02-05,6410,508,1,1,0,0
3,2013-02-06,6191,488,1,1,0,0
4,2013-02-07,5733,480,1,1,0,0
5,2013-02-08,6107,484,1,1,0,0
6,2013-02-09,6128,534,1,0,0,0
7,2013-02-10,0,0,0,0,0,0
1,2013-02-11,4513,437,1,0,0,0
2,2013-02-12,3181,345,1,0,0,0
3,2013-02-13,4719,415,1,0,0,0
4,2013-02-14,5265,463,1,0,0,0
5,2013-02-15,4107,351,1,0,0,0
6,2013-02-16,5709,512,1,0,0,0
7,2013-02-17,0,0,0,0,0,0
1,2013-02-18,9171,649,1,1,0,0
2,2013-02-19,6345,482,1,1,0,0
3,2013-02-20,6818,522,1,1,0,0
4,2013-02-21,5627,448,1,1,0,0
5,2013-02-22,6319,486,1,1,0,0
6,2013-02-23,5622,491,1,0,0,0
7,2013-02-24,0,0,0,0,0,0
1,2013-02-25,4117,374,1,0,0,0
2,2013-02-26,4639,408,1,0,0,0
3,2013-02-27,5545,449,1,0,0,0
4,2013-02-28,5908,447,1,0,0,0
5,2013-03-01,5202,439,1,0,0,0
6,2013-03-02,6570,561,1,0,0,0
7,2013-03-03,0,0,0,0,0,0
1,2013-03-04,8383,610,1,1,0,0
2,2013-03-05,7416,537,1,1,0,0
3,2013-03-06,7103,538,1,1,0,0
4,2013-03-07,5930,491,1,1,0,0
5,2013-03-08,6502,572,1,1,0,0
6,2013-03-09,6453,568,1,0,0,0
7,2013-03-10,0,0,0,0,0,0
1,2013-03-11,5934,491,1,0,0,0
2,2013-03-12,4466,389,1,0,0,0
3,2013-03-13,4907,421,1,0,0,0
4,2013-03-14,4618,437,1,0,0,0
5,2013-03-15,5170,448,1,0,0,0
6,2013-03-16,7201,592,1,0,0,0
7,2013-03-17,0,0,0,0,0,0
1,2013-03-18,8155,614,1,1,0,0
2,2013-03-19,6477,510,1,1,0,0
3,2013-03-20,5912,474,1,1,0,0
4,2013-03-21,6073,483,1,1,0,0
5,2013-03-22,6439,499,1,1,0,0
6,2013-03-23,6328,525,1,0,0,0
7,2013-03-24,0,0,0,0,0,0
1,2013-03-25,9669,647,1,1,0,1
2,2013-03-26,7813,567,1,1,0,1
3,2013-03-27,7519,573,1,1,0,1
4,2013-03-28,9692,755,1,1,0,1
5,2013-03-29,0,0,0,1,b,1
6,2013-03-30,9767,787,1,0,0,0
7,2013-03-31,0,0,0,0,0,0
1,2013-04-01,0,0,0,0,b,1
2,2013-04-02,5564,511,1,0,0,1
3,2013-04-03,4571,376,1,0,0,1
4,2013-04-04,4121,394,1,0,0,1
5,2013-04-05,4999,438,1,0,0,1
6,2013-04-06,5682,528,1,0,0,0
7,2013-04-07,0,0,0,0,0,0
1,2013-04-08,7910,576,1,1,0,0
2,2013-04-09,5780,445,1,1,0,0
3,2013-04-10,6289,509,1,1,0,0
4,2013-04-11,6043,476,1,1,0,0
5,2013-04-12,6581,539,1,1,0,0
6,2013-04-13,6134,560,1,0,0,0
7,2013-04-14,0,0,0,0,0,0
1,2013-04-15,4348,419,1,0,0,0
2,2013-04-16,3882,376,1,0,0,0
3,2013-04-17,3920,388,1,0,0,0
4,2013-04-18,4281,416,1,0,0,0
5,2013-04-19,4660,421,1,0,0,0
6,2013-04-20,5830,501,1,0,0,0
7,2013-04-21,0,0,0,0,0,0
1,2013-04-22,7784,571,1,1,0,0
2,2013-04-23,6199,472,1,1,0,0
3,2013-04-24,5440,476,1,1,0,0
4,2013-04-25,4928,437,1,1,0,0
5,2013-04-26,6129,491,1,1,0,0
6,2013-04-27,5661,492,1,0,0,0
7,2013-04-28,0,0,0,0,0,0
1,2013-04-29,8049,565,1,1,0,0
2,2013-04-30,7621,605,1,1,0,0
3,2013-05-01,0,0,0,1,a,0
4,2013-05-02,6897,562,1,1,0,0
5,2013-05-03,6447,527,1,1,0,0
6,2013-05-04,7029,565,1,0,0,0
7,2013-05-05,0,0,0,0,0,0
1,2013-05-06,4455,448,1,0,0,0
2,2013-05-07,4868,442,1,0,0,0
3,2013-05-08,6067,567,1,0,0,0
4,2013-05-09,0,0,0,0,a,0
5,2013-05-10,6786,540,1,0,0,0
6,2013-05-11,6165,549,1,0,0,0
7,2013-05-12,0,0,0,0,0,0
1,2013-05-13,7282,579,1,1,0,0
2,2013-05-14,6566,497,1,1,0,0
3,2013-05-15,6205,509,1,1,0,0
4,2013-05-16,7118,540,1,1,0,0
5,2013-05-17,6547,560,1,1,0,0
6,2013-05-18,6491,580,1,0,0,0
7,2013-05-19,0,0,0,0,0,0
1,2013-05-20,0,0,0,0,a,0
2,2013-05-21,5405,495,1,0,0,1
3,2013-05-22,5057,430,1,0,0,1
4,2013-05-23,4498,401,1,0,0,1
5,2013-05-24,5489,458,1,0,0,1
6,2013-05-25,5368,509,1,0,0,0
7,2013-05-26,0,0,0,0,0,0
1,2013-05-27,9662,646,1,1,0,1
2,2013-05-28,6581,501,1,1,0,1
3,2013-05-29,7658,598,1,1,0,1
4,2013-05-30,0,0,0,1,a,1
5,2013-05-31,9518,635,1,1,0,1
6,2013-06-01,6588,536,1,0,0,0
7,2013-06-02,0,0,0,0,0,0
1,2013-06-03,7778,614,1,1,0,0
2,2013-06-04,6722,523,1,1,0,0
3,2013-06-05,6915,528,1,1,0,0
4,2013-06-06,6217,497,1,1,0,0
5,2013-06-07,6299,500,1,1,0,0
6,2013-06-08,6356,537,1,0,0,0
7,2013-06-09,0,0,0,0,0,0
1,2013-06-10,4844,416,1,0,0,0
2,2013-06-11,4827,437,1,0,0,0
3,2013-06-12,4675,438,1,0,0,0
4,2013-06-13,4325,413,1,0,0,0
5,2013-06-14,5423,491,1,0,0,0
6,2013-06-15,7016,593,1,0,0,0
7,2013-06-16,0,0,0,0,0,0
1,2013-06-17,8633,664,1,1,0,0
2,2013-06-18,6599,499,1,1,0,0
3,2013-06-19,5453,453,1,1,0,0
4,2013-06-20,6148,477,1,1,0,0
5,2013-06-21,6773,544,1,1,0,0
6,2013-06-22,6473,580,1,0,0,0
7,2013-06-23,0,0,0,0,0,0
1,2013-06-24,5422,454,1,0,0,0
2,2013-06-25,4629,400,1,0,0,0
3,2013-06-26,4526,456,1,0,0,0
4,2013-06-27,4945,428,1,0,0,0
5,2013-06-28,5287,459,1,0,0,0
6,2013-06-29,6447,501,1,0,0,0
7,2013-06-30,0,0,0,0,0,0
1,2013-07-01,8644,669,1,1,0,0
2,2013-07-02,7201,537,1,1,0,0
3,2013-07-03,6701,515,1,1,0,0
4,2013-07-04,6814,528,1,1,0,0
5,2013-07-05,6461,530,1,1,0,0
6,2013-07-06,5986,537,1,0,0,0
7,2013-07-07,0,0,0,0,0,0
1,2013-07-08,4780,464,1,0,0,0
2,2013-07-09,4849,431,1,0,0,0
3,2013-07-10,4592,423,1,0,0,0
4,2013-07-11,4527,425,1,0,0,0
5,2013-07-12,5459,510,1,0,0,0
6,2013-07-13,6181,558,1,0,0,0
7,2013-07-14,0,0,0,0,0,0
1,2013-07-15,10498,692,1,1,0,0
2,2013-07-16,7613,603,1,1,0,0
3,2013-07-17,7056,555,1,1,0,0
4,2013-07-18,6359,542,1,1,0,0
5,2013-07-19,6664,555,1,1,0,0
6,2013-07-20,6033,565,1,0,0,0
7,2013-07-21,0,0,0,0,0,0
1,2013-07-22,4930,458,1,0,0,0
2,2013-07-23,4919,437,1,0,0,0
3,2013-07-24,5764,473,1,0,0,0
4,2013-07-25,4445,414,1,0,0,1
5,2013-07-26,5099,445,1,0,0,1
6,2013-07-27,5957,506,1,0,0,0
7,2013-07-28,0,0,0,0,0,0
1,2013-07-29,10180,695,1,1,0,1
2,2013-07-30,9091,651,1,1,0,1
3,2013-07-31,8374,596,1,1,0,1
4,2013-08-01,6089,485,1,1,0,1
