@relation train-weka.filters.unsupervised.instance.RemoveWithValues-S200.0-Cfirst-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S199.0-Cfirst-Lfirst-last

@attribute DayOfWeek numeric
@attribute Date date yyyy-MM-dd
@attribute Sales numeric
@attribute Customers numeric
@attribute Open numeric
@attribute Promo numeric
@attribute StateHoliday string
@attribute SchoolHoliday numeric

@data
2,2013-01-01,0,0,0,0,a,1
3,2013-01-02,5160,457,1,0,0,1
4,2013-01-03,5185,469,1,0,0,1
5,2013-01-04,6429,547,1,0,0,1
6,2013-01-05,6927,586,1,0,0,0
7,2013-01-06,0,0,0,0,0,0
1,2013-01-07,10716,779,1,1,0,0
2,2013-01-08,8024,630,1,1,0,0
3,2013-01-09,6971,560,1,1,0,0
4,2013-01-10,7072,580,1,1,0,0
5,2013-01-11,7955,631,1,1,0,0
6,2013-01-12,6911,625,1,0,0,0
7,2013-01-13,0,0,0,0,0,0
1,2013-01-14,5106,501,1,0,0,0
2,2013-01-15,3230,312,1,0,0,0
3,2013-01-16,4689,385,1,0,0,0
4,2013-01-17,5247,479,1,0,0,0
5,2013-01-18,5780,510,1,0,0,0
6,2013-01-19,6476,561,1,0,0,0
7,2013-01-20,0,0,0,0,0,0
1,2013-01-21,8854,619,1,1,0,0
2,2013-01-22,6630,522,1,1,0,0
3,2013-01-23,7488,552,1,1,0,0
4,2013-01-24,7105,564,1,1,0,0
5,2013-01-25,7702,609,1,1,0,0
6,2013-01-26,6589,569,1,0,0,0
7,2013-01-27,0,0,0,0,0,0
1,2013-01-28,4841,430,1,0,0,0
2,2013-01-29,3918,353,1,0,0,0
3,2013-01-30,4579,421,1,0,0,0
4,2013-01-31,6260,495,1,0,0,0
5,2013-02-01,6151,548,1,0,0,0
6,2013-02-02,7974,647,1,0,0,0
7,2013-02-03,0,0,0,0,0,0
1,2013-02-04,10520,784,1,1,0,0
2,2013-02-05,7515,576,1,1,0,0
3,2013-02-06,7409,528,1,1,0,0
4,2013-02-07,7260,537,1,1,0,0
5,2013-02-08,7765,612,1,1,0,0
6,2013-02-09,7327,653,1,0,0,0
7,2013-02-10,0,0,0,0,0,0
1,2013-02-11,3495,314,1,0,0,0
2,2013-02-12,4812,447,1,0,0,0
3,2013-02-13,5504,504,1,0,0,0
4,2013-02-14,5830,504,1,0,0,0
5,2013-02-15,5398,469,1,0,0,0
6,2013-02-16,7033,592,1,0,0,0
7,2013-02-17,0,0,0,0,0,0
1,2013-02-18,10644,766,1,1,0,0
2,2013-02-19,7026,536,1,1,0,0
3,2013-02-20,7120,550,1,1,0,0
4,2013-02-21,7175,561,1,1,0,0
5,2013-02-22,7615,583,1,1,0,0
6,2013-02-23,6860,574,1,0,0,0
7,2013-02-24,0,0,0,0,0,0
1,2013-02-25,5304,476,1,0,0,0
2,2013-02-26,5360,489,1,0,0,0
3,2013-02-27,6092,479,1,0,0,0
4,2013-02-28,7709,643,1,0,0,0
5,2013-03-01,6807,561,1,0,0,0
6,2013-03-02,7572,651,1,0,0,0
7,2013-03-03,0,0,0,0,0,0
1,2013-03-04,10017,759,1,1,0,0
2,2013-03-05,7765,553,1,1,0,0
3,2013-03-06,8289,617,1,1,0,0
4,2013-03-07,8261,655,1,1,0,0
5,2013-03-08,8611,648,1,1,0,0
6,2013-03-09,7335,630,1,0,0,0
7,2013-03-10,0,0,0,0,0,0
1,2013-03-11,7397,544,1,0,0,0
