@relation train-weka.filters.unsupervised.instance.RemoveWithValues-S71.0-Cfirst-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S70.0-Cfirst-Lfirst-last

@attribute DayOfWeek numeric
@attribute Date date yyyy-MM-dd
@attribute Sales numeric
@attribute Customers numeric
@attribute Open numeric
@attribute Promo numeric
@attribute StateHoliday string
@attribute SchoolHoliday numeric

@data
2,2013-01-01,0,0,0,0,a,1
3,2013-01-02,6163,715,1,0,0,1
4,2013-01-03,5469,661,1,0,0,1
5,2013-01-04,5912,677,1,0,0,1
6,2013-01-05,6020,633,1,0,0,0
7,2013-01-06,0,0,0,0,0,0
1,2013-01-07,10059,902,1,1,0,0
2,2013-01-08,7520,689,1,1,0,0
3,2013-01-09,6778,680,1,1,0,0
4,2013-01-10,6022,636,1,1,0,0
5,2013-01-11,6776,751,1,1,0,0
6,2013-01-12,5928,625,1,0,0,0
7,2013-01-13,0,0,0,0,0,0
1,2013-01-14,4123,522,1,0,0,0
2,2013-01-15,4645,569,1,0,0,0
3,2013-01-16,4712,555,1,0,0,0
4,2013-01-17,4656,591,1,0,0,0
5,2013-01-18,5348,619,1,0,0,0
6,2013-01-19,6075,612,1,0,0,0
7,2013-01-20,0,0,0,0,0,0
1,2013-01-21,7246,677,1,1,0,0
2,2013-01-22,6628,645,1,1,0,0
3,2013-01-23,6624,660,1,1,0,0
4,2013-01-24,5916,628,1,1,0,0
5,2013-01-25,7071,748,1,1,0,0
6,2013-01-26,5467,609,1,0,0,0
7,2013-01-27,0,0,0,0,0,0
1,2013-01-28,5160,599,1,0,0,0
2,2013-01-29,4946,571,1,0,0,0
3,2013-01-30,4481,543,1,0,0,0
4,2013-01-31,5709,590,1,0,0,1
5,2013-02-01,5452,619,1,0,0,1
6,2013-02-02,5847,646,1,0,0,0
7,2013-02-03,0,0,0,0,0,0
1,2013-02-04,9410,872,1,1,0,0
2,2013-02-05,6801,656,1,1,0,0
3,2013-02-06,6826,695,1,1,0,0
4,2013-02-07,6677,700,1,1,0,0
5,2013-02-08,7668,769,1,1,0,0
6,2013-02-09,5693,668,1,0,0,0
7,2013-02-10,0,0,0,0,0,0
1,2013-02-11,4891,589,1,0,0,0
2,2013-02-12,5409,596,1,0,0,0
3,2013-02-13,5169,655,1,0,0,0
4,2013-02-14,4656,582,1,0,0,0
5,2013-02-15,5060,594,1,0,0,0
6,2013-02-16,5245,616,1,0,0,0
7,2013-02-17,0,0,0,0,0,0
1,2013-02-18,10675,989,1,1,0,0
2,2013-02-19,8398,807,1,1,0,0
3,2013-02-20,6964,753,1,1,0,0
4,2013-02-21,7945,766,1,1,0,0
5,2013-02-22,8625,811,1,1,0,0
6,2013-02-23,5956,644,1,0,0,0
7,2013-02-24,0,0,0,0,0,0
1,2013-02-25,4644,565,1,0,0,0
2,2013-02-26,5047,563,1,0,0,0
3,2013-02-27,4550,571,1,0,0,0
4,2013-02-28,5193,609,1,0,0,0
5,2013-03-01,5842,661,1,0,0,0
6,2013-03-02,5677,606,1,0,0,0
7,2013-03-03,0,0,0,0,0,0
1,2013-03-04,9174,909,1,1,0,0
2,2013-03-05,6803,732,1,1,0,0
3,2013-03-06,6930,708,1,1,0,0
4,2013-03-07,6490,708,1,1,0,0
