@relation train-weka.filters.unsupervised.instance.RemoveWithValues-S1094.0-Cfirst-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S1093.0-Cfirst-Lfirst-last

@attribute DayOfWeek numeric
@attribute Date date yyyy-MM-dd
@attribute Sales numeric
@attribute Customers numeric
@attribute Open numeric
@attribute Promo numeric
@attribute StateHoliday string
@attribute SchoolHoliday numeric

@data
2,2013-01-01,0,0,0,0,a,1
3,2013-01-02,7765,944,1,0,0,1
4,2013-01-03,8371,882,1,0,0,0
5,2013-01-04,8087,959,1,0,0,0
6,2013-01-05,6885,809,1,0,0,0
7,2013-01-06,0,0,0,0,0,0
1,2013-01-07,10228,1004,1,1,0,0
2,2013-01-08,9417,904,1,1,0,0
3,2013-01-09,8441,875,1,1,0,0
4,2013-01-10,8383,896,1,1,0,0
5,2013-01-11,8806,947,1,1,0,0
6,2013-01-12,7502,842,1,0,0,0
7,2013-01-13,0,0,0,0,0,0
1,2013-01-14,6310,737,1,0,0,0
2,2013-01-15,6789,786,1,0,0,0
3,2013-01-16,6135,690,1,0,0,0
4,2013-01-17,5798,694,1,0,0,0
5,2013-01-18,7434,873,1,0,0,0
6,2013-01-19,7472,829,1,0,0,0
7,2013-01-20,0,0,0,0,0,0
1,2013-01-21,8186,812,1,1,0,0
2,2013-01-22,8042,849,1,1,0,0
3,2013-01-23,8336,836,1,1,0,0
4,2013-01-24,7460,814,1,1,0,0
5,2013-01-25,8600,931,1,1,0,0
6,2013-01-26,7150,798,1,0,0,0
7,2013-01-27,0,0,0,0,0,0
1,2013-01-28,5706,698,1,0,0,0
2,2013-01-29,5935,734,1,0,0,0
3,2013-01-30,6960,769,1,0,0,0
4,2013-01-31,8738,925,1,0,0,0
5,2013-02-01,9375,989,1,0,0,0
6,2013-02-02,8149,838,1,0,0,0
7,2013-02-03,0,0,0,0,0,0
1,2013-02-04,9699,1026,1,1,0,1
2,2013-02-05,9409,943,1,1,0,1
3,2013-02-06,8317,835,1,1,0,1
4,2013-02-07,7923,877,1,1,0,1
5,2013-02-08,8946,968,1,1,0,1
6,2013-02-09,7333,775,1,0,0,0
7,2013-02-10,0,0,0,0,0,0
1,2013-02-11,6633,799,1,0,0,1
2,2013-02-12,5599,681,1,0,0,1
3,2013-02-13,6116,705,1,0,0,1
4,2013-02-14,6657,803,1,0,0,1
5,2013-02-15,7094,867,1,0,0,1
6,2013-02-16,7381,792,1,0,0,0
7,2013-02-17,0,0,0,0,0,0
1,2013-02-18,9992,994,1,1,0,0
2,2013-02-19,6602,673,1,1,0,0
3,2013-02-20,7274,767,1,1,0,0
4,2013-02-21,8174,841,1,1,0,0
5,2013-02-22,9229,943,1,1,0,0
6,2013-02-23,5472,570,1,0,0,0
7,2013-02-24,0,0,0,0,0,0
1,2013-02-25,5951,714,1,0,0,0
2,2013-02-26,5737,675,1,0,0,0
3,2013-02-27,6186,695,1,0,0,0
4,2013-02-28,8320,906,1,0,0,0
5,2013-03-01,9187,984,1,0,0,0
6,2013-03-02,7840,889,1,0,0,0
7,2013-03-03,0,0,0,0,0,0
1,2013-03-04,10398,1061,1,1,0,0
2,2013-03-05,8709,933,1,1,0,0
3,2013-03-06,8199,850,1,1,0,0
4,2013-03-07,8086,905,1,1,0,0
5,2013-03-08,9503,1018,1,1,0,0
6,2013-03-09,7424,812,1,0,0,0
7,2013-03-10,0,0,0,0,0,0
1,2013-03-11,6003,727,1,0,0,0
2,2013-03-12,5914,631,1,0,0,0
3,2013-03-13,5459,612,1,0,0,0
4,2013-03-14,7427,835,1,0,0,0
5,2013-03-15,7771,900,1,0,0,0
6,2013-03-16,7953,846,1,0,0,0
7,2013-03-17,0,0,0,0,0,0
1,2013-03-18,10064,984,1,1,0,0
2,2013-03-19,7138,767,1,1,0,0
3,2013-03-20,9802,940,1,1,0,0
4,2013-03-21,8645,894,1,1,0,0
5,2013-03-22,8954,991,1,1,0,0
6,2013-03-23,8287,888,1,0,0,0
7,2013-03-24,0,0,0,0,0,0
1,2013-03-25,11696,1177,1,1,0,0
2,2013-03-26,11672,1157,1,1,0,0
3,2013-03-27,11730,1135,1,1,0,0
4,2013-03-28,13175,1397,1,1,0,0
5,2013-03-29,0,0,0,1,b,1
6,2013-03-30,10424,1145,1,0,0,0
7,2013-03-31,0,0,0,0,0,0
1,2013-04-01,0,0,0,0,b,1
2,2013-04-02,8328,905,1,0,0,1
3,2013-04-03,7541,828,1,0,0,1
4,2013-04-04,6950,871,1,0,0,1
5,2013-04-05,7213,882,1,0,0,1
6,2013-04-06,7459,819,1,0,0,0
7,2013-04-07,0,0,0,0,0,0
1,2013-04-08,9109,928,1,1,0,0
2,2013-04-09,8028,886,1,1,0,0
3,2013-04-10,7641,856,1,1,0,0
4,2013-04-11,7880,862,1,1,0,0
5,2013-04-12,8772,989,1,1,0,0
6,2013-04-13,5954,705,1,0,0,0
7,2013-04-14,0,0,0,0,0,0
1,2013-04-15,5171,637,1,0,0,0
2,2013-04-16,6122,678,1,0,0,0
3,2013-04-17,5830,678,1,0,0,0
4,2013-04-18,5590,691,1,0,0,0
5,2013-04-19,7295,788,1,0,0,0
6,2013-04-20,6806,737,1,0,0,0
7,2013-04-21,0,0,0,0,0,0
1,2013-04-22,8345,860,1,1,0,0
2,2013-04-23,7477,818,1,1,0,0
3,2013-04-24,7979,787,1,1,0,0
4,2013-04-25,7447,829,1,1,0,0
5,2013-04-26,7549,819,1,1,0,0
6,2013-04-27,7984,805,1,0,0,0
7,2013-04-28,0,0,0,0,0,0
1,2013-04-29,7748,860,1,1,0,0
2,2013-04-30,9596,997,1,1,0,0
3,2013-05-01,0,0,0,1,a,0
4,2013-05-02,10083,1058,1,1,0,0
5,2013-05-03,8872,1047,1,1,0,0
6,2013-05-04,6742,758,1,0,0,0
7,2013-05-05,0,0,0,0,0,0
1,2013-05-06,7147,779,1,0,0,0
2,2013-05-07,8282,847,1,0,0,0
3,2013-05-08,8075,915,1,0,0,0
4,2013-05-09,0,0,0,0,a,0
5,2013-05-10,10296,1099,1,0,0,1
6,2013-05-11,6691,764,1,0,0,0
7,2013-05-12,0,0,0,0,0,0
1,2013-05-13,9348,944,1,1,0,0
2,2013-05-14,8597,884,1,1,0,0
3,2013-05-15,7588,793,1,1,0,0
4,2013-05-16,7935,868,1,1,0,0
5,2013-05-17,8681,916,1,1,0,0
6,2013-05-18,7014,784,1,0,0,0
7,2013-05-19,0,0,0,0,0,0
1,2013-05-20,0,0,0,0,a,1
2,2013-05-21,8282,839,1,0,0,1
3,2013-05-22,7485,864,1,0,0,1
4,2013-05-23,6855,774,1,0,0,0
5,2013-05-24,7462,882,1,0,0,0
6,2013-05-25,7043,786,1,0,0,0
7,2013-05-26,0,0,0,0,0,0
1,2013-05-27,10182,1029,1,1,0,0
2,2013-05-28,8293,880,1,1,0,0
3,2013-05-29,8799,927,1,1,0,0
4,2013-05-30,9043,937,1,1,a,0
5,2013-05-31,13943,1335,1,1,0,0
6,2013-06-01,9138,944,1,0,0,0
7,2013-06-02,0,0,0,0,0,0
1,2013-06-03,133,18,1,1,0,0
2,2013-06-04,5429,593,1,1,0,0
3,2013-06-05,7691,815,1,1,0,0
4,2013-06-06,8895,936,1,1,0,0
5,2013-06-07,9461,1030,1,1,0,0
6,2013-06-08,6548,726,1,0,0,0
7,2013-06-09,0,0,0,0,0,0
1,2013-06-10,8389,861,1,0,0,0
2,2013-06-11,6424,740,1,0,0,0
3,2013-06-12,6040,702,1,0,0,0
4,2013-06-13,7187,811,1,0,0,0
5,2013-06-14,8408,919,1,0,0,0
6,2013-06-15,6913,697,1,0,0,0
7,2013-06-16,0,0,0,0,0,0
1,2013-06-17,9873,996,1,1,0,0
2,2013-06-18,7034,747,1,1,0,0
