@relation train-weka.filters.unsupervised.instance.RemoveWithValues-S381.0-Cfirst-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S380.0-Cfirst-Lfirst-last

@attribute DayOfWeek numeric
@attribute Date date yyyy-MM-dd
@attribute Sales numeric
@attribute Customers numeric
@attribute Open numeric
@attribute Promo numeric
@attribute StateHoliday string
@attribute SchoolHoliday numeric

@data
2,2013-01-01,0,0,0,0,a,1
3,2013-01-02,15658,1633,1,0,0,1
4,2013-01-03,13130,1355,1,0,0,1
5,2013-01-04,14199,1388,1,0,0,1
6,2013-01-05,15472,1495,1,0,0,0
7,2013-01-06,0,0,0,0,0,0
1,2013-01-07,22166,1884,1,1,0,0
2,2013-01-08,19823,1756,1,1,0,0
3,2013-01-09,15490,1347,1,1,0,0
4,2013-01-10,16540,1550,1,1,0,0
5,2013-01-11,17431,1613,1,1,0,0
6,2013-01-12,14471,1343,1,0,0,0
7,2013-01-13,0,0,0,0,0,0
1,2013-01-14,10309,1167,1,0,0,0
2,2013-01-15,7841,847,1,0,0,0
3,2013-01-16,10302,1106,1,0,0,0
4,2013-01-17,11822,1187,1,0,0,0
5,2013-01-18,12512,1265,1,0,0,0
6,2013-01-19,14560,1385,1,0,0,0
7,2013-01-20,0,0,0,0,0,0
1,2013-01-21,15065,1290,1,1,0,0
2,2013-01-22,18628,1598,1,1,0,0
3,2013-01-23,18819,1588,1,1,0,0
4,2013-01-24,16101,1449,1,1,0,0
5,2013-01-25,15895,1416,1,1,0,0
6,2013-01-26,15262,1397,1,0,0,0
7,2013-01-27,0,0,0,0,0,0
1,2013-01-28,12057,1291,1,0,0,0
2,2013-01-29,10898,1208,1,0,0,0
3,2013-01-30,12794,1261,1,0,0,0
4,2013-01-31,13973,1365,1,0,0,0
5,2013-02-01,14318,1384,1,0,0,0
6,2013-02-02,17783,1626,1,0,0,0
7,2013-02-03,0,0,0,0,0,0
1,2013-02-04,23950,2043,1,1,0,0
2,2013-02-05,19570,1676,1,1,0,0
3,2013-02-06,20462,1869,1,1,0,0
4,2013-02-07,15770,1552,1,1,0,0
5,2013-02-08,16080,1563,1,1,0,0
6,2013-02-09,15468,1493,1,0,0,0
7,2013-02-10,0,0,0,0,0,0
1,2013-02-11,10571,1070,1,0,0,0
2,2013-02-12,11993,1316,1,0,0,0
3,2013-02-13,13990,1531,1,0,0,0
4,2013-02-14,11310,1254,1,0,0,0
5,2013-02-15,12089,1234,1,0,0,0
6,2013-02-16,15183,1439,1,0,0,0
7,2013-02-17,0,0,0,0,0,0
1,2013-02-18,23512,2015,1,1,0,0
2,2013-02-19,18510,1531,1,1,0,0
3,2013-02-20,19205,1705,1,1,0,0
4,2013-02-21,17563,1559,1,1,0,0
5,2013-02-22,16319,1471,1,1,0,0
6,2013-02-23,13999,1336,1,0,0,0
7,2013-02-24,0,0,0,0,0,0
1,2013-02-25,11503,1179,1,0,0,0
2,2013-02-26,12353,1331,1,0,0,0
3,2013-02-27,12616,1325,1,0,0,0
4,2013-02-28,14288,1432,1,0,0,0
5,2013-03-01,16340,1554,1,0,0,0
6,2013-03-02,17010,1552,1,0,0,0
7,2013-03-03,0,0,0,0,0,0
1,2013-03-04,22731,1998,1,1,0,0
2,2013-03-05,18990,1766,1,1,0,0
3,2013-03-06,17752,1728,1,1,0,0
4,2013-03-07,16653,1529,1,1,0,0
5,2013-03-08,16661,1638,1,1,0,0
6,2013-03-09,14039,1252,1,0,0,0
7,2013-03-10,0,0,0,0,0,0
1,2013-03-11,10737,1161,1,0,0,0
2,2013-03-12,11501,1188,1,0,0,0
3,2013-03-13,12513,1332,1,0,0,0
4,2013-03-14,11448,1234,1,0,0,0
5,2013-03-15,14134,1431,1,0,0,0
6,2013-03-16,16533,1589,1,0,0,0
7,2013-03-17,0,0,0,0,0,0
1,2013-03-18,22147,1910,1,1,0,0
2,2013-03-19,18810,1650,1,1,0,0
3,2013-03-20,15710,1466,1,1,0,0
4,2013-03-21,16212,1499,1,1,0,0
5,2013-03-22,17393,1557,1,1,0,0
6,2013-03-23,15246,1406,1,0,0,0
7,2013-03-24,0,0,0,0,0,0
1,2013-03-25,21330,1774,1,1,0,1
2,2013-03-26,19773,1724,1,1,0,1
3,2013-03-27,20178,1852,1,1,0,1
4,2013-03-28,22396,1921,1,1,0,1
5,2013-03-29,0,0,0,1,b,1
6,2013-03-30,19991,1895,1,0,0,0
7,2013-03-31,0,0,0,0,0,0
1,2013-04-01,0,0,0,0,b,1
2,2013-04-02,15278,1617,1,0,0,1
3,2013-04-03,14796,1539,1,0,0,1
4,2013-04-04,13182,1356,1,0,0,1
5,2013-04-05,14501,1428,1,0,0,1
6,2013-04-06,15456,1474,1,0,0,0
7,2013-04-07,0,0,0,0,0,0
1,2013-04-08,21412,1878,1,1,0,0
2,2013-04-09,18171,1641,1,1,0,0
3,2013-04-10,16484,1579,1,1,0,0
4,2013-04-11,15038,1404,1,1,0,0
5,2013-04-12,16911,1574,1,1,0,0
6,2013-04-13,15231,1495,1,0,0,0
7,2013-04-14,0,0,0,0,0,0
1,2013-04-15,11237,1303,1,0,0,0
2,2013-04-16,12500,1385,1,0,0,0
3,2013-04-17,12950,1437,1,0,0,0
4,2013-04-18,12069,1322,1,0,0,0
5,2013-04-19,12173,1280,1,0,0,0
6,2013-04-20,14655,1485,1,0,0,0
7,2013-04-21,0,0,0,0,0,0
1,2013-04-22,20076,1826,1,1,0,0
2,2013-04-23,19279,1627,1,1,0,0
3,2013-04-24,18684,1724,1,1,0,0
4,2013-04-25,15628,1497,1,1,0,0
5,2013-04-26,14988,1288,1,1,0,0
6,2013-04-27,16872,1560,1,0,0,0
7,2013-04-28,0,0,0,0,0,0
1,2013-04-29,20913,1790,1,1,0,0
2,2013-04-30,24908,2154,1,1,0,0
3,2013-05-01,0,0,0,1,a,0
4,2013-05-02,21605,1969,1,1,0,0
5,2013-05-03,19427,1802,1,1,0,0
