@relation train-weka.filters.unsupervised.instance.RemoveWithValues-S700.0-Cfirst-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S699.0-Cfirst-Lfirst-last

@attribute DayOfWeek numeric
@attribute Date date yyyy-MM-dd
@attribute Sales numeric
@attribute Customers numeric
@attribute Open numeric
@attribute Promo numeric
@attribute StateHoliday string
@attribute SchoolHoliday numeric

@data
2,2013-01-01,0,0,0,0,a,1
3,2013-01-02,7571,1039,1,0,0,1
4,2013-01-03,7445,973,1,0,0,1
5,2013-01-04,9130,1027,1,0,0,1
6,2013-01-05,8014,984,1,0,0,1
7,2013-01-06,0,0,0,0,0,1
1,2013-01-07,10373,1183,1,1,0,1
2,2013-01-08,8591,1098,1,1,0,1
3,2013-01-09,7812,989,1,1,0,1
4,2013-01-10,7443,979,1,1,0,1
5,2013-01-11,9706,1064,1,1,0,1
6,2013-01-12,8204,1042,1,0,0,0
7,2013-01-13,0,0,0,0,0,0
1,2013-01-14,6045,867,1,0,0,0
2,2013-01-15,7080,898,1,0,0,0
3,2013-01-16,5072,734,1,0,0,0
4,2013-01-17,5729,785,1,0,0,0
5,2013-01-18,6268,843,1,0,0,0
6,2013-01-19,7729,939,1,0,0,0
7,2013-01-20,0,0,0,0,0,0
1,2013-01-21,6991,887,1,1,0,0
2,2013-01-22,9117,995,1,1,0,0
3,2013-01-23,7964,982,1,1,0,0
4,2013-01-24,8454,1048,1,1,0,0
5,2013-01-25,8529,1061,1,1,0,0
6,2013-01-26,7822,926,1,0,0,0
7,2013-01-27,0,0,0,0,0,0
1,2013-01-28,6784,887,1,0,0,0
2,2013-01-29,6638,729,1,0,0,0
3,2013-01-30,6306,846,1,0,0,0
4,2013-01-31,7696,975,1,0,0,0
5,2013-02-01,8732,935,1,0,0,0
6,2013-02-02,10392,1229,1,0,0,0
7,2013-02-03,0,0,0,0,0,0
1,2013-02-04,10731,1204,1,1,0,0
2,2013-02-05,10294,1193,1,1,0,0
3,2013-02-06,7240,886,1,1,0,0
4,2013-02-07,8723,1063,1,1,0,0
5,2013-02-08,8394,1009,1,1,0,0
6,2013-02-09,9446,1150,1,0,0,0
7,2013-02-10,0,0,0,0,0,0
1,2013-02-11,7247,911,1,0,0,0
2,2013-02-12,6572,857,1,0,0,0
3,2013-02-13,7755,905,1,0,0,0
4,2013-02-14,6931,907,1,0,0,0
5,2013-02-15,6916,863,1,0,0,0
6,2013-02-16,8153,974,1,0,0,0
7,2013-02-17,0,0,0,0,0,0
1,2013-02-18,10498,1182,1,1,0,0
2,2013-02-19,8907,966,1,1,0,0
3,2013-02-20,9047,1016,1,1,0,0
