@relation train-weka.filters.unsupervised.instance.RemoveWithValues-S439.0-Cfirst-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S438.0-Cfirst-Lfirst-last

@attribute DayOfWeek numeric
@attribute Date date yyyy-MM-dd
@attribute Sales numeric
@attribute Customers numeric
@attribute Open numeric
@attribute Promo numeric
@attribute StateHoliday string
@attribute SchoolHoliday numeric

@data
2,2013-01-01,0,0,0,0,a,1
3,2013-01-02,2965,365,1,0,0,1
4,2013-01-03,2539,331,1,0,0,0
5,2013-01-04,3917,426,1,0,0,0
6,2013-01-05,3540,394,1,0,0,0
7,2013-01-06,0,0,0,0,0,0
1,2013-01-07,7533,689,1,1,0,0
2,2013-01-08,6309,578,1,1,0,0
3,2013-01-09,5133,513,1,1,0,0
4,2013-01-10,5205,529,1,1,0,0
5,2013-01-11,5041,517,1,1,0,0
6,2013-01-12,2954,381,1,0,0,0
7,2013-01-13,0,0,0,0,0,0
1,2013-01-14,2737,357,1,0,0,0
2,2013-01-15,2985,372,1,0,0,0
3,2013-01-16,2988,361,1,0,0,0
4,2013-01-17,2685,347,1,0,0,0
5,2013-01-18,3170,401,1,0,0,0
6,2013-01-19,3160,364,1,0,0,0
7,2013-01-20,0,0,0,0,0,0
1,2013-01-21,6666,609,1,1,0,0
2,2013-01-22,5164,517,1,1,0,0
3,2013-01-23,4582,482,1,1,0,0
4,2013-01-24,4105,453,1,1,0,0
5,2013-01-25,4721,505,1,1,0,0
6,2013-01-26,3078,361,1,0,0,0
7,2013-01-27,0,0,0,0,0,0
1,2013-01-28,2778,365,1,0,0,0
2,2013-01-29,3042,342,1,0,0,0
3,2013-01-30,3199,383,1,0,0,0
4,2013-01-31,3734,415,1,0,0,0
5,2013-02-01,3641,421,1,0,0,0
6,2013-02-02,3111,343,1,0,0,0
7,2013-02-03,0,0,0,0,0,0
1,2013-02-04,7121,625,1,1,0,1
2,2013-02-05,5317,540,1,1,0,1
3,2013-02-06,4568,480,1,1,0,1
4,2013-02-07,4453,447,1,1,0,1
5,2013-02-08,4578,491,1,1,0,1
6,2013-02-09,3370,410,1,0,0,0
7,2013-02-10,0,0,0,0,0,0
1,2013-02-11,3192,383,1,0,0,1
2,2013-02-12,2915,346,1,0,0,1
3,2013-02-13,3346,384,1,0,0,1
4,2013-02-14,3022,380,1,0,0,1
5,2013-02-15,3421,402,1,0,0,1
6,2013-02-16,3612,397,1,0,0,0
7,2013-02-17,0,0,0,0,0,0
1,2013-02-18,8363,735,1,1,0,0
2,2013-02-19,4943,468,1,1,0,0
3,2013-02-20,4754,490,1,1,0,0
4,2013-02-21,4443,469,1,1,0,0
5,2013-02-22,4918,525,1,1,0,0
6,2013-02-23,2523,314,1,0,0,0
7,2013-02-24,0,0,0,0,0,0
1,2013-02-25,2981,389,1,0,0,0
2,2013-02-26,2617,330,1,0,0,0
3,2013-02-27,2939,360,1,0,0,0
