@relation train-weka.filters.unsupervised.instance.RemoveWithValues-S330.0-Cfirst-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S329.0-Cfirst-Lfirst-last

@attribute DayOfWeek numeric
@attribute Date date yyyy-MM-dd
@attribute Sales numeric
@attribute Customers numeric
@attribute Open numeric
@attribute Promo numeric
@attribute StateHoliday string
@attribute SchoolHoliday numeric

@data
2,2013-01-01,0,0,0,0,a,1
3,2013-01-02,6589,653,1,0,0,1
4,2013-01-03,5420,591,1,0,0,1
5,2013-01-04,6166,628,1,0,0,1
6,2013-01-05,3913,407,1,0,0,0
7,2013-01-06,0,0,0,0,0,0
1,2013-01-07,9969,827,1,1,0,0
2,2013-01-08,8079,714,1,1,0,0
3,2013-01-09,6724,581,1,1,0,0
4,2013-01-10,7405,694,1,1,0,0
5,2013-01-11,7807,715,1,1,0,0
6,2013-01-12,4001,393,1,0,0,0
7,2013-01-13,0,0,0,0,0,0
1,2013-01-14,5660,627,1,0,0,0
2,2013-01-15,5006,507,1,0,0,0
3,2013-01-16,4550,475,1,0,0,0
4,2013-01-17,6115,618,1,0,0,0
5,2013-01-18,6275,616,1,0,0,0
6,2013-01-19,4039,410,1,0,0,0
7,2013-01-20,0,0,0,0,0,0
1,2013-01-21,8589,696,1,1,0,0
2,2013-01-22,7694,696,1,1,0,0
3,2013-01-23,7416,593,1,1,0,0
4,2013-01-24,6878,651,1,1,0,0
5,2013-01-25,8070,710,1,1,0,0
6,2013-01-26,4033,390,1,0,0,0
7,2013-01-27,0,0,0,0,0,0
1,2013-01-28,5679,602,1,0,0,0
2,2013-01-29,5290,503,1,0,0,0
3,2013-01-30,6051,576,1,0,0,0
4,2013-01-31,6395,646,1,0,0,0
5,2013-02-01,6426,616,1,0,0,0
6,2013-02-02,4202,398,1,0,0,0
7,2013-02-03,0,0,0,0,0,0
1,2013-02-04,10173,819,1,1,0,0
2,2013-02-05,9018,777,1,1,0,0
3,2013-02-06,8286,724,1,1,0,0
4,2013-02-07,7213,693,1,1,0,0
5,2013-02-08,8097,699,1,1,0,0
6,2013-02-09,3904,411,1,0,0,0
7,2013-02-10,0,0,0,0,0,0
1,2013-02-11,2224,256,1,0,0,0
2,2013-02-12,6167,620,1,0,0,0
3,2013-02-13,5963,619,1,0,0,0
4,2013-02-14,6299,688,1,0,0,0
5,2013-02-15,6350,630,1,0,0,0
6,2013-02-16,3994,398,1,0,0,0
7,2013-02-17,0,0,0,0,0,0
1,2013-02-18,10845,850,1,1,0,0
2,2013-02-19,9409,738,1,1,0,0
3,2013-02-20,8718,653,1,1,0,0
4,2013-02-21,7042,668,1,1,0,0
5,2013-02-22,8821,748,1,1,0,0
6,2013-02-23,3781,378,1,0,0,0
7,2013-02-24,0,0,0,0,0,0
1,2013-02-25,5399,576,1,0,0,0
2,2013-02-26,5715,560,1,0,0,0
3,2013-02-27,6708,604,1,0,0,0
4,2013-02-28,7846,738,1,0,0,0
5,2013-03-01,6396,646,1,0,0,0
6,2013-03-02,4046,406,1,0,0,0
7,2013-03-03,0,0,0,0,0,0
1,2013-03-04,10692,864,1,1,0,0
2,2013-03-05,8017,696,1,1,0,0
3,2013-03-06,6903,648,1,1,0,0
4,2013-03-07,6867,652,1,1,0,0
5,2013-03-08,8391,747,1,1,0,0
6,2013-03-09,3422,334,1,0,0,0
7,2013-03-10,0,0,0,0,0,0
1,2013-03-11,5211,554,1,0,0,0
2,2013-03-12,4578,506,1,0,0,0
3,2013-03-13,5125,517,1,0,0,0
4,2013-03-14,5382,597,1,0,0,0
5,2013-03-15,6207,642,1,0,0,0
6,2013-03-16,3962,405,1,0,0,0
7,2013-03-17,0,0,0,0,0,0
1,2013-03-18,9777,816,1,1,0,0
2,2013-03-19,8046,683,1,1,0,0
3,2013-03-20,6995,590,1,1,0,0
4,2013-03-21,7069,671,1,1,0,0
5,2013-03-22,8406,706,1,1,0,0
6,2013-03-23,4029,396,1,0,0,0
7,2013-03-24,0,0,0,0,0,0
1,2013-03-25,9754,813,1,1,0,1
2,2013-03-26,8737,736,1,1,0,1
3,2013-03-27,7910,710,1,1,0,1
4,2013-03-28,10823,1032,1,1,0,1
5,2013-03-29,0,0,0,1,b,1
6,2013-03-30,5839,587,1,0,0,0
7,2013-03-31,0,0,0,0,0,0
1,2013-04-01,0,0,0,0,b,1
2,2013-04-02,6270,651,1,0,0,1
3,2013-04-03,5112,541,1,0,0,1
4,2013-04-04,5641,593,1,0,0,1
5,2013-04-05,6031,614,1,0,0,1
6,2013-04-06,3906,378,1,0,0,0
7,2013-04-07,0,0,0,0,0,0
1,2013-04-08,9868,781,1,1,0,0
2,2013-04-09,7863,682,1,1,0,0
3,2013-04-10,7644,641,1,1,0,0
4,2013-04-11,6884,651,1,1,0,0
5,2013-04-12,7940,683,1,1,0,0
6,2013-04-13,4014,405,1,0,0,0
7,2013-04-14,0,0,0,0,0,0
1,2013-04-15,4921,579,1,0,0,0
2,2013-04-16,5374,571,1,0,0,0
3,2013-04-17,5526,589,1,0,0,0
4,2013-04-18,6037,599,1,0,0,0
5,2013-04-19,6466,612,1,0,0,0
6,2013-04-20,3412,389,1,0,0,0
7,2013-04-21,0,0,0,0,0,0
1,2013-04-22,8375,777,1,1,0,0
2,2013-04-23,7039,651,1,1,0,0
3,2013-04-24,6489,605,1,1,0,0
4,2013-04-25,7154,663,1,1,0,0
5,2013-04-26,7834,700,1,1,0,0
6,2013-04-27,4088,407,1,0,0,0
7,2013-04-28,0,0,0,0,0,0
1,2013-04-29,9735,769,1,1,0,0
2,2013-04-30,9195,786,1,1,0,0
3,2013-05-01,0,0,0,1,a,0
4,2013-05-02,9294,821,1,1,0,0
5,2013-05-03,9395,771,1,1,0,0
6,2013-05-04,4718,428,1,0,0,0
7,2013-05-05,0,0,0,0,0,0
1,2013-05-06,6334,619,1,0,0,0
2,2013-05-07,5873,594,1,0,0,0
3,2013-05-08,7337,706,1,0,0,0
4,2013-05-09,0,0,0,0,a,0
5,2013-05-10,7871,759,1,0,0,0
6,2013-05-11,4274,426,1,0,0,0
7,2013-05-12,0,0,0,0,0,0
1,2013-05-13,9258,776,1,1,0,0
2,2013-05-14,7685,679,1,1,0,0
3,2013-05-15,7027,631,1,1,0,0
4,2013-05-16,7794,697,1,1,0,0
5,2013-05-17,8005,710,1,1,0,0
6,2013-05-18,4111,405,1,0,0,0
7,2013-05-19,0,0,0,0,0,0
1,2013-05-20,0,0,0,0,a,0
2,2013-05-21,6733,692,1,0,0,1
3,2013-05-22,5171,541,1,0,0,0
4,2013-05-23,5716,571,1,0,0,0
5,2013-05-24,6434,651,1,0,0,0
6,2013-05-25,4391,410,1,0,0,0
7,2013-05-26,0,0,0,0,0,0
1,2013-05-27,10320,785,1,1,0,0
2,2013-05-28,8679,731,1,1,0,0
3,2013-05-29,9577,738,1,1,0,0
4,2013-05-30,0,0,0,1,a,0
5,2013-05-31,13939,1048,1,1,0,0
6,2013-06-01,4066,376,1,0,0,0
7,2013-06-02,0,0,0,0,0,0
1,2013-06-03,9536,765,1,1,0,0
2,2013-06-04,7570,661,1,1,0,0
3,2013-06-05,8052,649,1,1,0,0
4,2013-06-06,6502,656,1,1,0,0
5,2013-06-07,8216,710,1,1,0,0
6,2013-06-08,4316,408,1,0,0,0
7,2013-06-09,0,0,0,0,0,0
1,2013-06-10,5661,560,1,0,0,0
2,2013-06-11,5005,555,1,0,0,0
3,2013-06-12,4836,514,1,0,0,0
4,2013-06-13,5273,568,1,0,0,0
5,2013-06-14,6485,637,1,0,0,0
6,2013-06-15,3603,374,1,0,0,0
7,2013-06-16,0,0,0,0,0,0
1,2013-06-17,9474,770,1,1,0,0
2,2013-06-18,7265,647,1,1,0,0
3,2013-06-19,6445,604,1,1,0,0
4,2013-06-20,7385,657,1,1,0,0
5,2013-06-21,7931,696,1,1,0,0
6,2013-06-22,4027,394,1,0,0,0
7,2013-06-23,0,0,0,0,0,0
1,2013-06-24,5671,585,1,0,0,0
2,2013-06-25,4931,530,1,0,0,0
3,2013-06-26,4870,539,1,0,0,0
4,2013-06-27,5311,585,1,0,0,0
5,2013-06-28,7427,674,1,0,0,0
6,2013-06-29,4374,390,1,0,0,0
7,2013-06-30,0,0,0,0,0,0
1,2013-07-01,10554,848,1,1,0,0
2,2013-07-02,8305,709,1,1,0,0
3,2013-07-03,7906,647,1,1,0,0
4,2013-07-04,8348,786,1,1,0,0
5,2013-07-05,9506,789,1,1,0,0
6,2013-07-06,4111,394,1,0,0,0
7,2013-07-07,0,0,0,0,0,0
1,2013-07-08,5902,606,1,0,0,0
2,2013-07-09,5316,563,1,0,0,0
3,2013-07-10,5597,581,1,0,0,0
4,2013-07-11,6048,657,1,0,0,0
5,2013-07-12,6855,665,1,0,0,0
6,2013-07-13,3625,367,1,0,0,0
7,2013-07-14,0,0,0,0,0,0
1,2013-07-15,10689,816,1,1,0,0
2,2013-07-16,7860,667,1,1,0,0
3,2013-07-17,7803,651,1,1,0,0
4,2013-07-18,7776,712,1,1,0,0
5,2013-07-19,9037,757,1,1,0,0
6,2013-07-20,4037,382,1,0,0,0
7,2013-07-21,0,0,0,0,0,0
1,2013-07-22,5312,525,1,0,0,1
2,2013-07-23,4820,495,1,0,0,1
3,2013-07-24,5700,569,1,0,0,1
4,2013-07-25,4572,522,1,0,0,1
5,2013-07-26,5784,594,1,0,0,1
6,2013-07-27,3976,329,1,0,0,0
7,2013-07-28,0,0,0,0,0,0
1,2013-07-29,9908,792,1,1,0,1
2,2013-07-30,8939,709,1,1,0,1
3,2013-07-31,8303,693,1,1,0,1
4,2013-08-01,7139,631,1,1,0,1
5,2013-08-02,8149,657,1,1,0,1
6,2013-08-03,4178,367,1,0,0,0
7,2013-08-04,0,0,0,0,0,0
1,2013-08-05,5699,565,1,0,0,1
