@relation train-weka.filters.unsupervised.instance.RemoveWithValues-S554.0-Cfirst-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S553.0-Cfirst-Lfirst-last

@attribute DayOfWeek numeric
@attribute Date date yyyy-MM-dd
@attribute Sales numeric
@attribute Customers numeric
@attribute Open numeric
@attribute Promo numeric
@attribute StateHoliday string
@attribute SchoolHoliday numeric

@data
2,2013-01-01,0,0,0,0,a,1
3,2013-01-02,5855,639,1,0,0,1
4,2013-01-03,5327,612,1,0,0,1
5,2013-01-04,6815,638,1,0,0,1
6,2013-01-05,8560,876,1,0,0,0
7,2013-01-06,0,0,0,0,a,0
1,2013-01-07,6248,568,1,1,0,0
2,2013-01-08,4973,458,1,1,0,0
3,2013-01-09,4718,461,1,1,0,0
4,2013-01-10,5290,523,1,1,0,0
5,2013-01-11,6060,599,1,1,0,0
6,2013-01-12,8377,871,1,0,0,0
7,2013-01-13,0,0,0,0,0,0
1,2013-01-14,5601,429,1,0,0,0
2,2013-01-15,3834,419,1,0,0,0
3,2013-01-16,3453,348,1,0,0,0
4,2013-01-17,4426,358,1,0,0,0
5,2013-01-18,6143,560,1,0,0,0
6,2013-01-19,9097,875,1,0,0,0
7,2013-01-20,0,0,0,0,0,0
1,2013-01-21,5422,496,1,1,0,0
2,2013-01-22,5969,514,1,1,0,0
3,2013-01-23,5389,528,1,1,0,0
4,2013-01-24,4887,473,1,1,0,0
5,2013-01-25,7208,585,1,1,0,0
6,2013-01-26,8290,871,1,0,0,0
7,2013-01-27,0,0,0,0,0,0
1,2013-01-28,4238,446,1,0,0,0
2,2013-01-29,4716,442,1,0,0,0
3,2013-01-30,4634,418,1,0,0,0
4,2013-01-31,4819,477,1,0,0,0
5,2013-02-01,7245,593,1,0,0,0
6,2013-02-02,9368,895,1,0,0,0
7,2013-02-03,0,0,0,0,0,0
1,2013-02-04,6168,539,1,1,0,0
2,2013-02-05,5387,503,1,1,0,0
