@relation train-weka.filters.unsupervised.instance.RemoveWithValues-S231.0-Cfirst-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S230.0-Cfirst-Lfirst-last

@attribute DayOfWeek numeric
@attribute Date date yyyy-MM-dd
@attribute Sales numeric
@attribute Customers numeric
@attribute Open numeric
@attribute Promo numeric
@attribute StateHoliday string
@attribute SchoolHoliday numeric

@data
2,2013-01-01,0,0,0,0,a,1
3,2013-01-02,6676,887,1,0,0,1
4,2013-01-03,5659,771,1,0,0,1
5,2013-01-04,6398,825,1,0,0,1
6,2013-01-05,6590,897,1,0,0,0
7,2013-01-06,0,0,0,0,0,0
1,2013-01-07,9821,1105,1,1,0,0
2,2013-01-08,7362,867,1,1,0,0
3,2013-01-09,7080,868,1,1,0,0
4,2013-01-10,7202,903,1,1,0,0
5,2013-01-11,7323,919,1,1,0,0
6,2013-01-12,6481,871,1,0,0,0
7,2013-01-13,0,0,0,0,0,0
1,2013-01-14,5567,823,1,0,0,0
2,2013-01-15,5170,742,1,0,0,0
3,2013-01-16,5177,761,1,0,0,0
4,2013-01-17,5176,763,1,0,0,0
5,2013-01-18,5566,791,1,0,0,0
6,2013-01-19,5966,825,1,0,0,0
7,2013-01-20,0,0,0,0,0,0
1,2013-01-21,8573,1003,1,1,0,0
2,2013-01-22,6811,875,1,1,0,0
3,2013-01-23,5771,776,1,1,0,0
4,2013-01-24,6413,824,1,1,0,0
5,2013-01-25,6646,889,1,1,0,0
6,2013-01-26,5787,764,1,0,0,0
7,2013-01-27,0,0,0,0,0,0
1,2013-01-28,5235,767,1,0,0,0
2,2013-01-29,4848,722,1,0,0,0
3,2013-01-30,5963,747,1,0,0,0
4,2013-01-31,7800,942,1,0,0,0
5,2013-02-01,7965,975,1,0,0,0
6,2013-02-02,7206,947,1,0,0,0
7,2013-02-03,0,0,0,0,0,0
1,2013-02-04,9330,1088,1,1,0,0
2,2013-02-05,7186,841,1,1,0,0
