@relation train-weka.filters.unsupervised.instance.RemoveWithValues-S964.0-Cfirst-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S963.0-Cfirst-Lfirst-last

@attribute DayOfWeek numeric
@attribute Date date yyyy-MM-dd
@attribute Sales numeric
@attribute Customers numeric
@attribute Open numeric
@attribute Promo numeric
@attribute StateHoliday string
@attribute SchoolHoliday numeric

@data
2,2013-01-01,0,0,0,0,a,1
3,2013-01-02,9532,1058,1,0,0,1
4,2013-01-03,10043,1091,1,0,0,0
5,2013-01-04,9524,979,1,0,0,0
6,2013-01-05,3715,369,1,0,0,0
7,2013-01-06,0,0,0,0,0,0
1,2013-01-07,18420,1600,1,1,0,0
2,2013-01-08,15401,1430,1,1,0,0
3,2013-01-09,12171,1108,1,1,0,0
4,2013-01-10,12609,1238,1,1,0,0
5,2013-01-11,9809,951,1,1,0,0
6,2013-01-12,3082,362,1,0,0,0
7,2013-01-13,0,0,0,0,0,0
1,2013-01-14,9223,1016,1,0,0,0
2,2013-01-15,9185,1043,1,0,0,0
3,2013-01-16,7901,828,1,0,0,0
4,2013-01-17,8682,970,1,0,0,0
5,2013-01-18,8949,906,1,0,0,0
6,2013-01-19,3256,338,1,0,0,0
7,2013-01-20,0,0,0,0,0,0
1,2013-01-21,15259,1285,1,1,0,0
2,2013-01-22,12778,1266,1,1,0,0
3,2013-01-23,11541,1043,1,1,0,0
4,2013-01-24,11973,1198,1,1,0,0
5,2013-01-25,9873,920,1,1,0,0
6,2013-01-26,3792,332,1,0,0,0
7,2013-01-27,0,0,0,0,0,0
1,2013-01-28,8871,1021,1,0,0,0
2,2013-01-29,9609,1017,1,0,0,0
3,2013-01-30,8758,940,1,0,0,0
4,2013-01-31,11138,1155,1,0,0,0
5,2013-02-01,9327,957,1,0,0,0
6,2013-02-02,3926,362,1,0,0,0
7,2013-02-03,0,0,0,0,0,0
1,2013-02-04,18046,1502,1,1,0,1
2,2013-02-05,16006,1510,1,1,0,1
3,2013-02-06,12782,1143,1,1,0,1
4,2013-02-07,11743,1199,1,1,0,1
