@relation train-weka.filters.unsupervised.instance.RemoveWithValues-S800.0-Cfirst-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S799.0-Cfirst-Lfirst-last

@attribute DayOfWeek numeric
@attribute Date date yyyy-MM-dd
@attribute Sales numeric
@attribute Customers numeric
@attribute Open numeric
@attribute Promo numeric
@attribute StateHoliday string
@attribute SchoolHoliday numeric

@data
2,2013-01-01,0,0,0,0,a,1
3,2013-01-02,9131,851,1,0,0,1
4,2013-01-03,7875,725,1,0,0,1
5,2013-01-04,8538,790,1,0,0,1
6,2013-01-05,8923,871,1,0,0,0
7,2013-01-06,0,0,0,0,0,0
1,2013-01-07,11042,976,1,1,0,0
2,2013-01-08,9263,894,1,1,0,0
3,2013-01-09,8818,793,1,1,0,0
4,2013-01-10,8869,848,1,1,0,0
5,2013-01-11,9053,860,1,1,0,0
6,2013-01-12,8770,868,1,0,0,0
7,2013-01-13,0,0,0,0,0,0
1,2013-01-14,7599,755,1,0,0,0
2,2013-01-15,5726,576,1,0,0,0
3,2013-01-16,6436,658,1,0,0,0
4,2013-01-17,7420,712,1,0,0,0
5,2013-01-18,7980,755,1,0,0,0
6,2013-01-19,8566,817,1,0,0,0
7,2013-01-20,0,0,0,0,0,0
1,2013-01-21,9546,814,1,1,0,0
2,2013-01-22,9242,864,1,1,0,0
3,2013-01-23,8802,816,1,1,0,0
4,2013-01-24,8352,787,1,1,0,0
5,2013-01-25,8383,795,1,1,0,0
6,2013-01-26,8215,802,1,0,0,0
7,2013-01-27,0,0,0,0,0,0
1,2013-01-28,7600,734,1,0,0,0
2,2013-01-29,6724,647,1,0,0,0
3,2013-01-30,8380,753,1,0,0,0
4,2013-01-31,9192,818,1,0,0,0
5,2013-02-01,8880,786,1,0,0,0
6,2013-02-02,10567,912,1,0,0,0
7,2013-02-03,0,0,0,0,0,0
1,2013-02-04,11738,1005,1,1,0,0
2,2013-02-05,10493,943,1,1,0,0
3,2013-02-06,7889,766,1,1,0,0
4,2013-02-07,8392,807,1,1,0,0
5,2013-02-08,9817,890,1,1,0,0
6,2013-02-09,9388,924,1,0,0,0
7,2013-02-10,0,0,0,0,0,0
1,2013-02-11,6129,615,1,0,0,0
2,2013-02-12,8114,805,1,0,0,0
3,2013-02-13,7980,818,1,0,0,0
4,2013-02-14,8350,823,1,0,0,0
5,2013-02-15,8178,761,1,0,0,0
6,2013-02-16,8761,853,1,0,0,0
7,2013-02-17,0,0,0,0,0,0
1,2013-02-18,11603,1046,1,1,0,0
2,2013-02-19,9273,831,1,1,0,0
3,2013-02-20,8460,815,1,1,0,0
4,2013-02-21,8319,779,1,1,0,0
5,2013-02-22,9468,876,1,1,0,0
6,2013-02-23,8327,796,1,0,0,0
7,2013-02-24,0,0,0,0,0,0
1,2013-02-25,7141,728,1,0,0,0
2,2013-02-26,7381,769,1,0,0,0
3,2013-02-27,7536,762,1,0,0,0
4,2013-02-28,9634,872,1,0,0,0
5,2013-03-01,8913,863,1,0,0,0
6,2013-03-02,9729,896,1,0,0,0
7,2013-03-03,0,0,0,0,0,0
1,2013-03-04,11046,992,1,1,0,0
2,2013-03-05,8931,825,1,1,0,0
3,2013-03-06,9194,861,1,1,0,0
4,2013-03-07,8905,856,1,1,0,0
5,2013-03-08,10168,941,1,1,0,0
6,2013-03-09,7871,742,1,0,0,0
7,2013-03-10,0,0,0,0,0,0
1,2013-03-11,8694,807,1,0,0,0
2,2013-03-12,7632,731,1,0,0,0
3,2013-03-13,8324,814,1,0,0,0
4,2013-03-14,7390,721,1,0,0,0
5,2013-03-15,8659,866,1,0,0,0
6,2013-03-16,8862,857,1,0,0,0
7,2013-03-17,0,0,0,0,0,0
1,2013-03-18,10822,1001,1,1,0,0
2,2013-03-19,9947,895,1,1,0,0
3,2013-03-20,8199,721,1,1,0,0
4,2013-03-21,9115,855,1,1,0,0
5,2013-03-22,9977,914,1,1,0,0
6,2013-03-23,8872,836,1,0,0,0
7,2013-03-24,0,0,0,0,0,0
1,2013-03-25,11198,988,1,1,0,1
2,2013-03-26,9962,917,1,1,0,1
3,2013-03-27,10696,923,1,1,0,1
4,2013-03-28,15087,1281,1,1,0,1
5,2013-03-29,0,0,0,1,b,1
6,2013-03-30,13212,1263,1,0,0,0
7,2013-03-31,0,0,0,0,0,0
1,2013-04-01,0,0,0,0,b,1
2,2013-04-02,8966,917,1,0,0,1
3,2013-04-03,7885,783,1,0,0,1
4,2013-04-04,8571,818,1,0,0,1
5,2013-04-05,8912,863,1,0,0,1
6,2013-04-06,9525,893,1,0,0,0
7,2013-04-07,0,0,0,0,0,0
1,2013-04-08,11220,976,1,1,0,0
2,2013-04-09,8923,799,1,1,0,0
3,2013-04-10,8915,787,1,1,0,0
4,2013-04-11,8976,823,1,1,0,0
5,2013-04-12,9220,852,1,1,0,0
6,2013-04-13,8847,863,1,0,0,0
7,2013-04-14,0,0,0,0,0,0
1,2013-04-15,7534,748,1,0,0,0
2,2013-04-16,7371,790,1,0,0,0
3,2013-04-17,6986,744,1,0,0,0
4,2013-04-18,7340,756,1,0,0,0
5,2013-04-19,8178,779,1,0,0,0
6,2013-04-20,8495,843,1,0,0,0
7,2013-04-21,0,0,0,0,0,0
1,2013-04-22,9807,920,1,1,0,0
2,2013-04-23,8864,810,1,1,0,0
3,2013-04-24,8045,738,1,1,0,0
4,2013-04-25,7837,764,1,1,0,0
5,2013-04-26,8474,811,1,1,0,0
6,2013-04-27,9331,876,1,0,0,0
7,2013-04-28,0,0,0,0,0,0
