@relation train-weka.filters.unsupervised.instance.RemoveWithValues-S1016.0-Cfirst-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S1015.0-Cfirst-Lfirst-last

@attribute DayOfWeek numeric
@attribute Date date yyyy-MM-dd
@attribute Sales numeric
@attribute Customers numeric
@attribute Open numeric
@attribute Promo numeric
@attribute StateHoliday string
@attribute SchoolHoliday numeric

@data
2,2013-01-01,0,0,0,0,a,1
3,2013-01-02,5573,507,1,0,0,1
4,2013-01-03,5096,419,1,0,0,1
5,2013-01-04,4728,464,1,0,0,1
6,2013-01-05,4794,448,1,0,0,0
7,2013-01-06,0,0,0,0,0,0
1,2013-01-07,8049,562,1,1,0,0
2,2013-01-08,5654,455,1,1,0,0
3,2013-01-09,5785,458,1,1,0,0
4,2013-01-10,6487,528,1,1,0,0
5,2013-01-11,6902,570,1,1,0,0
6,2013-01-12,4569,427,1,0,0,0
7,2013-01-13,0,0,0,0,0,0
1,2013-01-14,4585,465,1,0,0,0
2,2013-01-15,3551,332,1,0,0,0
3,2013-01-16,3728,384,1,0,0,0
4,2013-01-17,4716,435,1,0,0,0
5,2013-01-18,5273,464,1,0,0,0
6,2013-01-19,4765,416,1,0,0,0
7,2013-01-20,0,0,0,0,0,0
1,2013-01-21,6136,469,1,1,0,0
2,2013-01-22,6278,471,1,1,0,0
3,2013-01-23,4919,423,1,1,0,0
4,2013-01-24,6098,530,1,1,0,0
5,2013-01-25,6378,517,1,1,0,0
6,2013-01-26,4391,408,1,0,0,0
7,2013-01-27,0,0,0,0,0,0
1,2013-01-28,4000,383,1,0,0,0
2,2013-01-29,4033,374,1,0,0,0
3,2013-01-30,4105,388,1,0,0,0
4,2013-01-31,5202,478,1,0,0,0
5,2013-02-01,5744,533,1,0,0,0
6,2013-02-02,4840,437,1,0,0,0
7,2013-02-03,0,0,0,0,0,0
1,2013-02-04,7616,560,1,1,0,0
2,2013-02-05,6832,520,1,1,0,0
3,2013-02-06,5578,456,1,1,0,0
4,2013-02-07,5186,478,1,1,0,0
5,2013-02-08,6092,518,1,1,0,0
6,2013-02-09,5465,461,1,0,0,0
7,2013-02-10,0,0,0,0,0,0
1,2013-02-11,4122,353,1,0,0,0
2,2013-02-12,4651,428,1,0,0,0
3,2013-02-13,4647,436,1,0,0,0
4,2013-02-14,5574,488,1,0,0,0
5,2013-02-15,4777,435,1,0,0,0
6,2013-02-16,4746,411,1,0,0,0
7,2013-02-17,0,0,0,0,0,0
1,2013-02-18,7557,580,1,1,0,0
2,2013-02-19,6378,472,1,1,0,0
3,2013-02-20,5413,453,1,1,0,0
4,2013-02-21,6565,559,1,1,0,0
5,2013-02-22,5665,520,1,1,0,0
6,2013-02-23,4550,411,1,0,0,0
7,2013-02-24,0,0,0,0,0,0
1,2013-02-25,4406,429,1,0,0,0
2,2013-02-26,4332,410,1,0,0,0
3,2013-02-27,5129,448,1,0,0,0
4,2013-02-28,6273,547,1,0,0,0
5,2013-03-01,6114,545,1,0,0,0
6,2013-03-02,4987,436,1,0,0,0
7,2013-03-03,0,0,0,0,0,0
1,2013-03-04,8325,603,1,1,0,0
2,2013-03-05,6204,487,1,1,0,0
3,2013-03-06,5943,458,1,1,0,0
4,2013-03-07,6597,560,1,1,0,0
5,2013-03-08,6647,562,1,1,0,0
6,2013-03-09,4816,435,1,0,0,0
7,2013-03-10,0,0,0,0,0,0
1,2013-03-11,5460,458,1,0,0,0
2,2013-03-12,3069,288,1,0,0,0
3,2013-03-13,4794,399,1,0,0,0
4,2013-03-14,4761,410,1,0,0,0
5,2013-03-15,6144,550,1,0,0,0
6,2013-03-16,5391,475,1,0,0,0
7,2013-03-17,0,0,0,0,0,0
1,2013-03-18,7784,592,1,1,0,0
2,2013-03-19,6320,478,1,1,0,0
3,2013-03-20,5675,469,1,1,0,1
4,2013-03-21,6156,524,1,1,0,1
5,2013-03-22,5725,528,1,1,0,1
6,2013-03-23,5110,447,1,0,0,0
7,2013-03-24,0,0,0,0,0,0
1,2013-03-25,8175,605,1,1,0,1
2,2013-03-26,6874,528,1,1,0,1
3,2013-03-27,7994,614,1,1,0,1
4,2013-03-28,9823,797,1,1,0,1
5,2013-03-29,0,0,0,1,b,1
6,2013-03-30,7809,708,1,0,0,0
7,2013-03-31,0,0,0,0,0,0
1,2013-04-01,0,0,0,0,b,1
2,2013-04-02,5626,534,1,0,0,1
3,2013-04-03,4507,421,1,0,0,1
4,2013-04-04,4701,470,1,0,0,1
5,2013-04-05,5524,512,1,0,0,1
6,2013-04-06,4277,408,1,0,0,0
7,2013-04-07,0,0,0,0,0,0
1,2013-04-08,7046,549,1,1,0,0
2,2013-04-09,6209,476,1,1,0,0
3,2013-04-10,6749,499,1,1,0,0
4,2013-04-11,6125,524,1,1,0,0
5,2013-04-12,6096,533,1,1,0,0
6,2013-04-13,4873,438,1,0,0,0
7,2013-04-14,0,0,0,0,0,0
1,2013-04-15,3926,419,1,0,0,0
2,2013-04-16,4161,413,1,0,0,0
3,2013-04-17,3732,378,1,0,0,0
4,2013-04-18,3924,426,1,0,0,0
5,2013-04-19,4719,475,1,0,0,0
6,2013-04-20,4236,410,1,0,0,0
7,2013-04-21,0,0,0,0,0,0
1,2013-04-22,6352,527,1,1,0,0
2,2013-04-23,6124,506,1,1,0,0
3,2013-04-24,4489,408,1,1,0,0
4,2013-04-25,5701,505,1,1,0,0
5,2013-04-26,6536,575,1,1,0,0
6,2013-04-27,5080,464,1,0,0,0
7,2013-04-28,0,0,0,0,0,0
1,2013-04-29,6870,540,1,1,0,0
